"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"20600","GERD - Total (in '000 local currency)","KOR","Republic of Korea","2014","2014",63734126793,,
"20600","GERD - Total (in '000 local currency)","KOR","Republic of Korea","2015","2015",65959371727,,
"20600","GERD - Total (in '000 local currency)","KOR","Republic of Korea","2016","2016",69405529886,,
"20600","GERD - Total (in '000 local currency)","KOR","Republic of Korea","2017","2017",78789187375,,
"20600","GERD - Total (in '000 local currency)","KOR","Republic of Korea","2018","2018",85728714738,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2000","2000",363900,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2003","2003",425800,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2004","2004",447700,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2005","2005",472000,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2006","2006",563500,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2007","2007",591600,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2008","2008",618800,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2009","2009",620280,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2010","2010",603700,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2011","2011",631400,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2012","2012",561403,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2013","2013",605731,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2014","2014",629800,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2015","2015",662300,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2016","2016",690400,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2017","2017",720700,,
"20600","GERD - Total (in '000 local currency)","LUX","Luxembourg","2018","2018",727400,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","1996","1996",7828800,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","1997","1997",10944400,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","1998","1998",14524566,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","1999","1999",19746067,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2000","2000",20491700,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2001","2001",22917500,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2002","2002",26414407,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2003","2003",30935380,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2004","2004",34268440,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2005","2005",38101280,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2006","2006",39251263,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2007","2007",45824618,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2008","2008",54835016,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2009","2009",58325165,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2010","2010",66143328,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2011","2011",69117606,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2012","2012",66586501,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2013","2013",69182632,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2014","2014",76096799,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2015","2015",79744619,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2016","2016",78055097,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2017","2017",71965466,,
"20600","GERD - Total (in '000 local currency)","MEX","Mexico","2018","2018",73508186,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","1996","1996",6344301,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","1997","1997",6808065,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","1998","1998",6868871,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","1999","1999",7646000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2000","2000",8090000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2001","2001",8655000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2002","2002",8747000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2003","2003",9148000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2004","2004",9469000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2005","2005",9772000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2006","2006",10175000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2007","2007",10342000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2008","2008",10502000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2009","2009",10408000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2010","2010",10892000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2011","2011",12235300,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2012","2012",12512616,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2013","2013",12746047,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2014","2014",13267860,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2015","2015",13695788,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2016","2016",14144403,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2017","2017",14638000,,
"20600","GERD - Total (in '000 local currency)","NLD","Netherlands","2018","2018",16748200,,
"20600","GERD - Total (in '000 local currency)","NZL","New Zealand","1997","1997",1107355,,
"20600","GERD - Total (in '000 local currency)","NZL","New Zealand","1999","1999",1091380,,
"20600","GERD - Total (in '000 local currency)","NZL","New Zealand","2001","2001",1416200,,
"20600","GERD - Total (in '000 local currency)","NZL","New Zealand","2003","2003",1660200,,
"20600","GERD - Total (in '000 local currency)","NZL","New Zealand","2005","2005",1825600,,
"20600","GERD - Total (in '000 local currency)","NZL","New Zealand","2007","2007",2161000,,
"20600","GERD - Total (in '000 local currency)","NZL","New Zealand","2009","2009",2433000,,
"20600","GERD - Total (in '000 local currency)","NZL","New Zealand","2011","2011",2625000,,
"20600","GERD - Total (in '000 local currency)","NZL","New Zealand","2013","2013",2685000,,
"20600","GERD - Total (in '000 local currency)","NZL","New Zealand","2015","2015",3136000,,
"20600","GERD - Total (in '000 local currency)","NZL","New Zealand","2017","2017",3894000,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","1997","1997",18187200,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","1999","1999",20318700,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2001","2001",24443700,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2002","2002",25440000,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2003","2003",27215300,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2004","2004",27532700,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2005","2005",29499300,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2006","2006",32254400,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2007","2007",36770200,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2008","2008",40526700,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2009","2009",41884500,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2010","2010",42759100,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2011","2011",45440400,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2012","2012",48043500,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2013","2013",50748200,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2014","2014",53866900,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2015","2015",60209200,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2016","2016",63344800,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2017","2017",69176200,,
"20600","GERD - Total (in '000 local currency)","NOR","Norway","2018","2018",73182000,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","1996","1996",2761400,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","1997","1997",3361000,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","1998","1998",4005100,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","1999","1999",4590500,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2000","2000",4796100,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2001","2001",4858000,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2002","2002",4522000,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2003","2003",4558200,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2004","2004",5155300,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2005","2005",5574500,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2006","2006",5892800,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2007","2007",6673000,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2008","2008",7706200,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2009","2009",9069900,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2010","2010",10416200,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2011","2011",11686700,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2012","2012",14352900,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2013","2013",14423800,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2014","2014",16168200,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2015","2015",18060700,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2016","2016",17943000,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2017","2017",20578500,,
"20600","GERD - Total (in '000 local currency)","POL","Poland","2018","2018",25647792,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","1996","1996",518460,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","1997","1997",576883,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","1998","1998",695800,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","1999","1999",814747,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2000","2000",926589,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2001","2001",1038432,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2002","2002",1029006,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2003","2003",1019581,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2004","2004",1110346,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2005","2005",1201112,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2006","2006",1586922,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2007","2007",1972733,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2008","2008",2585075,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2009","2009",2771600,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2010","2010",2757555,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2011","2011",2566450,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2012","2012",2320133,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2013","2013",2258471,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2014","2014",2232249,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2015","2015",2234370,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2016","2016",2388467,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2017","2017",2585100,,
"20600","GERD - Total (in '000 local currency)","PRT","Portugal","2018","2018",2753066,,
"20600","GERD - Total (in '000 local currency)","SVK","Slovakia","1996","1996",196010,,
"20600","GERD - Total (in '000 local currency)","SVK","Slovakia","1997","1997",257054,,
"20600","GERD - Total (in '000 local currency)","SVK","Slovakia","1998","1998",204275,,
"20600","GERD - Total (in '000 local currency)","SVK","Slovakia","1999","1999",184293,,
"20600","GERD - Total (in '000 local currency)","SVK","Slovakia","2000","2000",202018,,
"20600","GERD - Total (in '000 local currency)","SVK","Slovakia","2001","2001",214665,,
"20600","GERD - Total (in '000 local currency)","SVK","Slovakia","2002","2002",210217,,
"20600","GERD - Total (in '000 local currency)","SVK","Slovakia","2003","2003",232889,,
