Report generated on: 12-20-2020 22:44:14
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"","total energy consumption (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-WORL-QBTU.A","    World","292.2456075785305","288.7977567045183","288.9913956142154","292.9923599893567","306.4356320182064","314.5198013154135","321.2897411290476","331.96726025920964","344.7924459572022","350.2823588317953","354.882387694463","352.84022651749336","351.6982256441948","354.58240273060864","358.5162649700031","368.4844443797009","378.2483161932455","379.10445140087717","382.09000011539507","389.3518334036691","401.5249193895128","404.67787957148397","413.43697666715144","427.9394092722734","450.10784241579364","465.062709015437","480.43958159218295","493.2834437651447","499.4832996370265","493.33297323944794","522.554026776171","537.6374548175794","549.9036445088456","560.7827389086601","565.8139318256865","568.7028388928744","575.5784519285846","584.5118878125633","598.0024015474404"
"INTL.44-2-AFG-QBTU.A","        Afghanistan","0.02658321433837184","0.029949455734823764","0.03189781140039855","0.03902178955443165","0.03920224040186807","0.03827496129519434","0.039111198580053776","0.06306515769145625","0.11122078650562646","0.10936453856934128","0.10832034143696309","0.04743819775898182","0.03128176575298239","0.031068733251352468","0.030081108758152546","0.02534847326495263","0.02486021943357976","0.02367338825784984","0.02303955525784984","0.02302743728319992","0.020178061853199918","0.01591449045921003","0.015109508584207386","0.01776927950701234","0.016413668953812403","0.020995960691609476","0.026428278277012326","0.03425470933468043","0.05852648285351456","0.09534879450216566","0.11853852864995157","0.16105080218714038","0.1476076485691699","0.12450427328434109","0.1143137511302674","0.12629013628746977","0.11757565429923286","0.12494125714475693","0.12757293885890264"
"INTL.44-2-ALB-QBTU.A","        Albania","0.16298181221773927","0.16204448482966854","0.16284610268158975","0.16933579385239006","0.1704057218202433","0.17005625500667076","0.16607537777033485","0.1666405283961216","0.1685908728103857","0.16034057953517927","0.11484532651489701","0.09632368949498195","0.08419123835829688","0.07383345482247178","0.07017822073745411","0.07754968357728133","0.08534262686100279","0.07794667369496719","0.08384251513623263","0.07545623437158866","0.0980373559405912","0.09292334270457393","0.1006494838387759","0.11352238408455871","0.12015019633524132","0.11947154054209015","0.11248945390078424","0.09682509365857128","0.10574486401881655","0.115070873781209","0.12655497132284663","0.10640647444120245","0.10398150131812312","0.12706901766441914","0.11585813284070061","0.11629730243544255","0.12960601780573558","0.12368803557946248","0.13883511861167833"
"INTL.44-2-DZA-QBTU.A","        Algeria","0.7806820208354889","0.6633496949884667","0.9521180045933069","1.070463248011502","1.1306870265512652","1.0463174647932612","1.0662527616750446","1.138277026623178","1.2130755471350017","1.1752430135968042","1.2176276084988096","1.3539674124555359","1.301751825776887","1.1971025532294706","1.2330524919468533","1.2892444554015094","1.26361531178704","1.203684679586369","1.2507752484266992","1.2460924810899254","1.2741383291844635","1.275575330626666","1.3074498584728904","1.323117502439916","1.2954060636365459","1.4904620274918554","1.5596844883174064","1.5497427257157785","1.6774165345819079","1.7841245093548166","1.7777603837326927","1.9379902609176265","2.0982040485029905","2.0375853441714895","2.2998988832678244","2.351782120328962","2.3361518907418284","2.3612007786573326","2.515301493010093"
"INTL.44-2-ASM-QBTU.A","        American Samoa","0.0058931124","0.00692647725","0.0096550895","0.00608690425","0.0069454539","0.00650669075","0.006716584","0.0069730088735","0.0067788142464","0.007806191271","0.008210538271","0.008210538271","0.0084455186982","0.008216195771","0.008003583271","0.007790970771","0.0078116066982","0.008003583271","0.008003583271","0.0080035935","0.007837103119999992","0.00783710312000001","0.007967311610000008","0.007967311610000008","0.007967311610000001","0.008463481349999993","0.0086069555","0.0086069555","0.0086305362","0.0086069555","0.0086069555","0.004911508895857226","0.004924965633037225","0.004911508895857226","0.004911508895857226","0.004911507088825","0.00492496540458","0.004911508895818638","0.004907698295818638"
"INTL.44-2-AGO-QBTU.A","        Angola","0.058366146222587775","0.05786368664274464","0.06200789647258719","0.06629699630242974","0.059894700907251144","0.07376669580030859","0.072853256","0.0751354785","0.0774952488","0.0749834485","0.0796086341707318","0.083441112","0.08466824245","0.0831231608","0.0811018555","0.0869945193","0.0836117204","0.09391645935","0.0845276794","0.0943487828","0.1107173657809459","0.12022322564226803","0.12811341259766792","0.14217062870431416","0.15722099348672391","0.1338573038047019","0.16877540479424796","0.19399633769398011","0.22737446558912797","0.25872445499614005","0.2838176477364","0.297535913056","0.31073998491839994","0.34776127766959997","0.382763725955","0.399779623265","0.391409854864","0.376609985901","0.38902037138"
"INTL.44-2-ATA-QBTU.A","        Antarctica","0.00213195","0.002126125","0.002126125","0.002126125","0.002771535","0.002976575","0.0027639625","0.0027639625","0.00298473","0.0027639625","0.002976575","0.002976575","0.00298473","0.002976575","0.002976575","0.0031891875","0.003197925","0.0031891875","0.0031891875","0.0031891875","0.003172178500000001","0.003259087500000006","0.003259087500000006","0.003259087500000006","0.003302542000000008","0.0033225399999999984","0.0033223799999999985","0.003365764499999991","0.00016811705078009434","0.00022995901854650001","0.0002299430185465","0.0002297830185465","0.0001961989345206","0.0001956895185465","0.0001956740185465","0.0001987294447","0.0001984776","0.00018650857384650002","0.00018650857384650002"
"INTL.44-2-ATG-QBTU.A","        Antigua and Barbuda","0.005804855437462404","0.00516874569536389","0.00702949414112474","0.00413499655479432","0.00456095784348873","0.004548496210036575","0.004624394072","0.0057559173955","0.0057713111868","0.0057559173955","0.0059685298955","0.0059476518955","0.0059635709868","0.0059476518955","0.0063672193955","0.0067884293955","0.0068066519868","0.0069953843955","0.0069953843955","0.0069954036","0.007289302129999994","0.007289302130000003","0.007814667939999994","0.008213774980000001","0.008519161109999993","0.008649450129999998","0.008914563839999997","0.009342398069999997","0.009556925079999988","0.010013005165999993","0.00968157735999999","0.009654357286000004","0.009921411979999998","0.00992237857999999","0.010145155389999988","0.010384333245","0.010540219184","0.010023144455879531","0.010355353401913552"
"INTL.44-2-ARG-QBTU.A","        Argentina","1.664356910311816","1.6236881071601064","1.7043918919958574","1.7273822542621327","1.8527081130919565","1.7732993195419104","1.902358978407618","1.9512300074646183","1.9616908433445113","1.9406131207672948","1.8839777458839293","1.9705893974635844","2.0452064371321304","2.2092714829779334","2.232663745245756","2.303394849498201","2.3885636345873658","2.4555705427784926","2.565298579327995","2.55444726191557","2.763996108329902","2.7127384604787093","2.552774986047748","2.767972584702076","2.9746888835904026","3.125909259004984","3.3260973971207664","3.383017108894184","3.529194514634781","3.4317223947405773","3.5584272049307284","3.647300756157084","3.710973286157229","3.763937024167246","3.7755672123619193","3.830630051791463","3.832191386293418","3.663861579731376","3.590232928063612"
