,year,country,cons_btu,coal_cons_btu,gas_cons_btu,oil_cons_btu,nuclear_cons_btu,renewables_cons_btu,prod_btu,coal_prod_btu,gas_prod_btu,oil_prod_btu,nuclear_prod_btu,renewables_prod_btu
0,1980,ABW,,,,,,,,,,,,
1,1981,ABW,,,,,,,,,,,,
2,1982,ABW,,,,,,,,,,,,
3,1983,ABW,,,,,,,,,,,,
4,1984,ABW,,,,,,,,,,,,
5,1985,ABW,,,,,,,,,,,,
6,1986,ABW,0.0014538679999999999,0.0,0.0,0.0014538679999999999,,0.0,0.0,0.0,0.0,0.0,,0.0
7,1987,ABW,0.0014538679999999999,0.0,0.0,0.0014538679999999999,,0.0,0.0,0.0,0.0,0.0,,0.0
8,1988,ABW,0.0055701525360000005,0.0,0.0,0.0055701525360000005,,0.0,0.0,0.0,0.0,0.0,,0.0
9,1989,ABW,0.0074044995,0.0,0.0,0.0074044995,,0.0,0.0,0.0,0.0,0.0,,0.0
10,1990,ABW,0.007820675200999999,0.0,0.0,0.007820675200999999,,0.0,0.0,0.0,0.0,0.0,,0.0
11,1991,ABW,0.008531306257,0.0,0.0,0.008531306257,,0.0,0.0,0.0,0.0,0.0,,0.0
12,1992,ABW,0.0093710136018,0.0,0.0,0.0093710136018,,0.0,0.0,0.0,0.0,0.0,,0.0
13,1993,ABW,0.009521171,0.0,0.0,0.009521171,,0.0,0.0,0.0,0.0,0.0,,0.0
14,1994,ABW,0.01044658689,0.0,0.0,0.01044658689,,0.0,0.0,0.0,0.0,0.0,,0.0
15,1995,ABW,0.01182343989,0.0,0.0,0.01182343989,,0.0,0.0,0.0,0.0,0.0,,0.0
16,1996,ABW,0.007792577736,0.0,0.0,0.007792577736,,0.0,0.0,0.0,0.0,0.0,,0.0
17,1997,ABW,0.012602349890000001,0.0,0.0,0.012602349890000001,,0.0,0.0,0.0,0.0,0.0,,0.0
18,1998,ABW,0.012602349890000001,0.0,0.0,0.012602349890000001,,0.0,0.0,0.0,0.0,0.0,,0.0
19,1999,ABW,0.012602367,0.0,0.0,0.012602367,,0.0,0.0,0.0,0.0,0.0,,0.0
20,2000,ABW,0.015072690950000004,0.0,0.0,0.015072690950000004,,0.0,0.0,0.0,0.0,0.0,,0.0
21,2001,ABW,0.015595911780000013,0.0,0.0,0.015595911780000013,,0.0,0.0,0.0,0.0,0.0,,0.0
22,2002,ABW,0.01612162000000001,0.0,0.0,0.01612162000000001,,0.0,0.0,0.0,0.0,0.0,,0.0
23,2003,ABW,0.01795297824999998,0.0,0.0,0.01795297824999998,,0.0,0.0,0.0,0.0,0.0,,0.0
24,2004,ABW,0.018721994369999998,0.0,0.0,0.018721994369999998,,0.0,0.0,0.0,0.0,0.0,,0.0
25,2005,ABW,0.020217967989999988,0.0,0.0,0.020217967989999988,,0.0,0.0,0.0,0.0,0.0,,0.0
26,2006,ABW,0.02017945013,0.0,0.0,0.02017945013,,0.0,0.0,0.0,0.0,0.0,,0.0
27,2007,ABW,0.02079446129,0.0,0.0,0.02079446129,,0.0,0.0,0.0,0.0,0.0,,0.0
28,2008,ABW,0.019534150659900003,0.0,0.0,0.019534150659900003,,0.0,0.0,0.0,0.0,0.0,,0.0
29,2009,ABW,0.01947491775039998,0.0,0.0,0.01918211775039998,,0.0002928,0.0002928,0.0,0.0,0.0,,0.0002928
30,2010,ABW,0.018281777737900004,0.0,0.0,0.017246666137900005,,0.0010351116,0.0010351116,0.0,0.0,0.0,,0.0010351116
31,2011,ABW,0.01454421220999999,0.0,0.0,0.01344144620999999,,0.001102766,0.001102766,0.0,0.0,0.0,,0.001102766
32,2012,ABW,0.018231637206999995,0.0,0.0,0.01692794520699999,,0.001303692,0.001303692,0.0,0.0,0.0,,0.001303692
33,2013,ABW,0.017646844013999994,0.0,0.0,0.01618707101399999,,0.001459773,0.001459773,0.0,0.0,0.0,,0.001459773
34,2014,ABW,0.017923158514899992,0.0,0.0,0.016386297817899992,,0.001536860697,0.001536860697,0.0,0.0,0.0,,0.001536860697
35,2015,ABW,0.018428460128,0.0,0.0,0.016791,,0.001637460128,0.001637460128,0.0,0.0,0.0,,0.001637460128
36,2016,ABW,0.017901294784,0.0,0.0,0.016521,,0.001380294784,0.001380294784,0.0,0.0,0.0,,0.001380294784
37,2017,ABW,0.0185344642561474,0.0,0.0,0.017210445600147402,,0.001324018656,0.001324018656,0.0,0.0,0.0,,0.001324018656
38,2018,ABW,0.01790559206104303,0.0,0.0,0.016569926013043027,,0.001335666048,0.001335666048,0.0,0.0,0.0,,0.001335666048
39,1980,AFG,0.026583214338371842,0.0024792482148388983,0.002094,0.014624098123532941,0.0,0.007385868,0.07256115380748067,0.0023552858074806604,0.06282,0.0,0,0.007385868
40,1981,AFG,0.029949455734823764,0.002604252363041445,0.003141,0.01666759037178232,0.0,0.007536613,0.09272365274844367,0.002474039748443688,0.082713,0.0,0,0.007536613
41,1982,AFG,0.03189781140039855,0.003020932794048925,0.005235,0.016250900606349632,0.0,0.007390978,0.09506786415846948,0.002869886158469484,0.08480700000000001,0.0,0,0.007390978
42,1983,AFG,0.03902178955443165,0.003020932794048925,0.005235,0.022917936760382725,0.0,0.00784792,0.09971280615846947,0.002869886158469484,0.088995,0.0,0,0.00784792
43,1984,AFG,0.039202240401868066,0.003083434773648683,0.005235,0.02298072562821939,0.0,0.00790308,0.09982734303917457,0.002929263039174557,0.088995,0.0,0,0.00790308
44,1985,AFG,0.03827496129519434,0.0031459369422514732,0.0,0.02708483435294286,0.0,0.00804419,0.12096783009943253,0.002988640099432511,0.10993499999999999,0.0,0,0.00804419
45,1986,AFG,0.039111198580053776,0.003333443070053777,0.0,0.02832975751,0.0,0.007447998000000001,0.1205497689211006,0.0031667709211006113,0.10993499999999999,0.0,0,0.007447998000000001
46,1987,AFG,0.06306515769145625,0.0034792812114562447,0.023034,0.02867511248,0.0,0.007876764,0.11483508115563199,0.003305317155631996,0.103653,0.0,0,0.007876764
47,1988,AFG,0.11122078650562646,0.002875094652646459,0.07329,0.02737463585298,0.0,0.0076810559999999995,0.1213943959239381,0.0027313399239381,0.110982,0.0,0,0.0076810559999999995
48,1989,AFG,0.10936453856934128,0.002645920349441284,0.07119600000000001,0.027698618219900002,0.0,0.007824,0.1192256243355804,0.002513624335580403,0.10888800000000001,0.0,0,0.007824
49,1990,AFG,0.10832034143696308,0.0021875719320339653,0.07015067178502912,0.0281181857199,0.0,0.007863911999999999,0.11883270034801532,0.002078193338417891,0.10889059500959744,0.0,0,0.007863911999999999
50,1991,AFG,0.047438197758981816,0.001958397817831822,0.011517,0.026408511941150004,0.0,0.007554288,0.020505265929613083,0.0018604779296130755,0.011517,0.0,0,0.007127788
51,1992,AFG,0.03128176575298239,0.0001666721346023857,0.0110924415,0.01468391411838,0.0,0.005338738000000001,0.016142546028099742,0.0001583385280997425,0.0110924415,0.0,0,0.004891766
52,1993,AFG,0.031068733251352468,0.00014583814140246647,0.0110924415,0.01464402360995,0.0,0.00518643,0.016076217734531384,0.00013854623453138476,0.0110924415,0.0,0,0.00484523
53,1994,AFG,0.030081108758152543,0.00012500414820254722,0.01108773,0.013614066609950001,0.0,0.005254308,0.016024055940963032,0.000118753940963027,0.01108773,0.0,0,0.004817572
54,1995,AFG,0.025348473264952633,0.000104170155002628,0.00739182,0.01319449910995,0.0,0.004657984,0.011739325647394671,9.896164739466924e-05,0.00739182,0.0,0,0.004248544
55,1996,AFG,0.02486021943357976,6.25019795997577e-05,0.00850420515,0.01218545230398,0.0,0.00410806,0.012296322030705074,5.937688070507326e-05,0.00850420515,0.0,0,0.00373274
56,1997,AFG,0.023673388257849842,4.166798639983847e-05,0.00850420515,0.011497729121450001,0.0,0.003629786,0.011832375737136715,3.958458713671551e-05,0.00850420515,0.0,0,0.0032885859999999996
57,1998,AFG,0.023039555257849842,4.166798639983847e-05,0.00850420515,0.01109338212145,0.0,0.0034003,0.011602889737136716,3.958458713671551e-05,0.00850420515,0.0,0,0.0030591
58,1999,AFG,0.02302743728319992,2.0833993199919235e-05,0.00850420515,0.01109339814,0.0,0.003409,0.011591797443568358,1.9792293568357753e-05,0.00850420515,0.0,0,0.0030678
59,2000,AFG,0.020178061853199918,2.0833993199919235e-05,0.00850420515,0.008129110709999998,0.0,0.003523912,0.011706709443568358,1.9792293568357753e-05,0.00850420515,0.0,0,0.0031827120000000003
60,2001,AFG,0.01591449045921003,0.0005416845792100273,0.0018487402499999998,0.008037031630000002,0.0,0.005487034,0.007509174600988823,0.0005146003509888235,0.0018487402499999998,0.0,0,0.005145834
61,2002,AFG,0.015109508584207388,0.00043751442420739936,0.0018487402499999998,0.006836038909999987,0.0,0.005987215,0.007910393953594155,0.0004156387035941543,0.0018487402499999998,0.0,0,0.005646015
62,2003,AFG,0.01776927950701234,0.0007291907070123325,0.0007394961,0.009580642700000008,0.0,0.00671995,0.007810977272656923,0.0006927311726569237,0.0007394961,0.0,0,0.00637875
63,2004,AFG,0.016413668953812403,0.0007083567138124131,0.0007394961,0.00896557613999999,0.0,0.00600024,0.007071474979088566,0.000672938879088566,0.0007394961,0.0,0,0.00565904
64,2005,AFG,0.020995960691609483,0.000687522531609462,0.0007394961,0.013311272060000013,0.0,0.00625767,0.007292052505967328,0.0006531464059673279,0.0007394961,0.0,0,0.00589941
65,2006,AFG,0.02642827827701233,0.0007291907070123325,0.0007394961,0.017167204469999992,0.0,0.007792387,0.007750630272656924,0.0006927311726569237,0.0007394961,0.0,0,0.006318403
66,2007,AFG,0.03425470933468043,0.005062666584680424,0.0014789922,0.01824191055000001,0.0,0.00947114,0.013681757462355991,0.00480953326235599,0.0014789922,0.0,0,0.007393232
67,2008,AFG,0.05852648285351456,0.0072294045235144705,0.0018487402499999998,0.041541547540000084,0.0,0.00790679054,0.014057641097205524,0.006867934307205522,0.0018487402499999998,0.0,0,0.0053409665399999995
68,2009,AFG,0.09534879450216566,0.010417009452165782,0.00110924415,0.07230694489999986,0.0,0.011515596000000001,0.01858013914377475,0.00989615899377475,0.00110924415,0.0,0,0.0075747359999999994
69,2010,AFG,0.11853852864995156,0.015104663781241597,0.0052466802587100006,0.08549383780999997,0.0,0.0126933468,0.02692579367150454,0.01434943061279454,0.0052466802587100006,0.0,0,0.0073296828
70,2011,AFG,0.16105080218714038,0.030834309935880468,0.005967682831259999,0.1108015226199999,0.0,0.0134472868,0.04104421211242948,0.02929259448116948,0.005967682831259999,0.0,0,0.0057839347999999995
71,2012,AFG,0.1476076485691699,0.02583415156789985,0.00592701089127,0.09834542611000004,0.0,0.01750106,0.037492262916033615,0.02454244402476361,0.00592701089127,0.0,0,0.007022808
72,2013,AFG,0.12450427328434108,0.02806338884029121,0.00571255884405,0.06995016059999988,0.0,0.020778165,0.040816563280627896,0.02666021943657789,0.00571255884405,0.0,0,0.008443785
73,2014,AFG,0.1143137511302674,0.03161350128155745,0.0052466802587100006,0.05528504958999995,0.0,0.02216852,0.04478950651933605,0.030032826260626058,0.0052466802587100006,0.0,0,0.00951
74,2015,AFG,0.12629013628746974,0.028438400717889764,0.005405670569579999,0.069916271,0.0,0.022529794,0.04205799729038833,0.02701648072080834,0.005405670569579999,0.0,0,0.009635846
75,2016,AFG,0.11757565429923285,0.03537612045346286,0.00611188334577,0.0515175345,0.0,0.024570116,0.04950511782484147,0.03360731447907147,0.00611188334577,0.0,0,0.00978592
76,2017,AFG,0.12494125714475693,0.045647279101023036,0.00611188334577,0.04742561869796389,0.0,0.025756476,0.05950054255404184,0.043364915208271834,0.00611188334577,0.0,0,0.010023744000000001
77,2018,AFG,0.12757293885890264,0.05093911337380253,0.00599833778713622,0.04483789569796389,0.0,0.025797592,0.06317585556177092,0.048392157774634716,0.00599833778713622,0.0,0,0.00878536
78,1980,AGO,0.058366146222587775,0.0,0.0096324,0.043228106222587784,0.0,0.00550564,0.3350980400000004,0.0,0.0096324,0.3199600000000004,0,0.00550564
79,1981,AGO,0.05786368664274464,0.0,0.0092136,0.04310999664274464,0.0,0.00554009,0.2912936899999984,0.0,0.0092136,0.2765399999999984,0,0.00554009
80,1982,AGO,0.062007896472587185,0.0,0.01047,0.04526549647258719,0.0,0.0062724,0.2762624000000001,0.0,0.01047,0.2595200000000001,0,0.0062724
81,1983,AGO,0.06629699630242973,0.0,0.012564,0.04742099630242974,0.0,0.006312,0.3954076560637703,0.0,0.012564,0.3765316560637703,0,0.006312
82,1984,AGO,0.05989470090725114,0.0,0.012564,0.04106670090725115,0.0,0.0062640000000000005,0.4625504515290029,0.0,0.012564,0.4437224515290029,0,0.0062640000000000005
83,1985,AGO,0.07376669580030859,0.0,0.013611000000000002,0.05388749580030859,0.0,0.0062682,0.5112693690127484,0.0,0.013611000000000002,0.4913901690127485,0,0.0062682
84,1986,AGO,0.07285325599999999,0.0,0.014658000000000001,0.051300896,0.0,0.00689436,0.6214329952561967,0.0,0.014658000000000001,0.5998806352561966,0,0.00689436
85,1987,AGO,0.07513547849999999,0.0,0.016752,0.051506938499999995,0.0,0.00687654,0.7894289363044191,0.0,0.016752,0.7658003963044191,0,0.00687654
86,1988,AGO,0.0774952488,0.0,0.018846,0.051835408799999996,0.0,0.00681384,0.9898173240417826,0.0,0.018846,0.9641574840417826,0,0.00681384
87,1989,AGO,0.0749834485,0.0,0.015705,0.052320304500000005,0.0,0.006958144,0.9905512330047884,0.0,0.015705,0.9678880890047884,0,0.006958144
88,1990,AGO,0.0796086341707318,0.0,0.0198920731707318,0.052247925,0.0,0.007468636,1.0377937136328683,0.0,0.0198920731707318,1.0104330044621366,0,0.007468636
89,1991,AGO,0.083441112,0.0,0.02094,0.055039372,0.0,0.00746174,1.0920147537781093,0.0,0.02094,1.0636130137781097,0,0.00746174
90,1992,AGO,0.08466824244999999,0.0,0.021075638849999998,0.0549880596,0.0,0.008604544,1.1523487881209282,0.0,0.021075638849999998,1.1226686052709285,0,0.008604544
91,1993,AGO,0.0831231608,0.0,0.0207058908,0.053335041,0.0,0.009082229,1.1125462117809963,0.0,0.0207058908,1.0827580919809965,0,0.009082229
92,1994,AGO,0.0811018555,0.0,0.01922292,0.0527389595,0.0,0.009139976,1.1694006027314678,0.0,0.01922292,1.141037706731468,0,0.009139976
93,1995,AGO,0.0869945193,0.0,0.0207058908,0.0571006365,0.0,0.009187991999999999,1.4045766678718137,0.0,0.0207058908,1.3746827850718135,0,0.009187991999999999
94,1996,AGO,0.0836117204,0.0,0.0207058908,0.0534343896,0.0,0.00947144,1.542051563717454,0.0,0.0207058908,1.5118742329174542,0,0.00947144
95,1997,AGO,0.09391645935000001,0.0,0.021075638849999998,0.0639963625,0.0,0.008844458000000001,1.5483508454355233,0.0,0.021075638849999998,1.518430748585523,0,0.008844458000000001
96,1998,AGO,0.0845276794,0.0,0.0214453869,0.052385639500000004,0.0,0.010696653,1.5958273166300176,0.0,0.0214453869,1.5636852767300176,0,0.010696653
97,1999,AGO,0.09434878279999999,0.0,0.0207058908,0.064592882,0.0,0.00905001,1.6143637475285668,0.0,0.0207058908,1.584607846728567,0,0.00905001
98,2000,AGO,0.1107173657809459,0.0,0.021075638849999998,0.0804302239309459,0.0,0.009211503000000001,1.6224072985306923,0.0,0.021075638849999998,1.5921201566806922,0,0.009211503000000001
99,2001,AGO,0.12022322564226805,0.0,0.01959664665,0.09022124799226804,0.0,0.010405331,1.6092189114959323,0.0,0.01959664665,1.5792169338459323,0,0.010405331
100,2002,AGO,0.12811341259766792,0.0,0.022924379100000003,0.09367319749766792,0.0,0.011515836000000002,1.9412206717226628,0.0,0.022924379100000003,1.9067804566226627,0,0.011515836000000002
101,2003,AGO,0.14217062870431416,0.0,0.02403362325,0.10569338045431416,0.0,0.012443625,1.9563998762784367,0.0,0.02403362325,1.9199226280284367,0,0.012443625
102,2004,AGO,0.15722099348672391,0.0,0.02773110375,0.11213216173672393,0.0,0.017357728,2.2930229327365104,0.0,0.02773110375,2.2479341009865106,0,0.017357728
103,2005,AGO,0.1338573038047019,0.0,0.02403362325,0.0878558775547019,0.0,0.021967802999999998,2.697642343245505,0.0,0.02403362325,2.6516409169955053,0,0.021967802999999998
104,2006,AGO,0.16877540479424796,0.0,0.0251428674,0.11746621539424795,0.0,0.026166322000000002,3.058931212837948,0.0,0.0251428674,3.007622023437948,0,0.026166322000000002
105,2007,AGO,0.1939963376939801,0.0,0.03068908815,0.1388740015439801,0.0,0.024433247999999998,3.758534061217565,0.0,0.03068908815,3.7034117250675647,0,0.024433247999999998
106,2008,AGO,0.227374465589128,0.0,0.0251428674,0.17165463618912796,0.0,0.030576962000000003,4.231843792083161,0.0,0.0251428674,4.176123962683161,0,0.030576962000000003
107,2009,AGO,0.25872445499614005,0.0,0.025512615449999998,0.20331695954614004,0.0,0.02989488,4.062948516050613,0.0,0.025512615449999998,4.0075410206006135,0,0.02989488
108,2010,AGO,0.28381764773640006,0.0,0.02713950687,0.2208150848664,0.0,0.035863056000000004,4.1380028446776365,0.0,0.02713950687,4.075000281807635,0,0.035863056000000004
109,2011,AGO,0.29753591305599997,0.0,0.027805053360000002,0.231080611696,0.0,0.038650248,3.8161941258921384,0.0,0.027805053360000002,3.749738824532138,0,0.038650248
110,2012,AGO,0.31073998491839994,0.0,0.028100851800000003,0.24697316511839995,0.0,0.035665968,3.890826609006445,0.0,0.028100851800000003,3.827059789206445,0,0.035665968
111,2013,AGO,0.3477612776696,0.0,0.01508572044,0.28750846322959994,0.0,0.045167094000000005,3.9322041122866898,0.0,0.034201694625,3.8528353236616897,0,0.045167094000000005
112,2014,AGO,0.382763725955,0.0,0.008541179955,0.326254106,0.0,0.04796844,3.8025284458192874,0.0,0.027028582455000002,3.727531423364287,0,0.04796844
113,2015,AGO,0.399779623265,0.0,0.028581524265,0.323699156,0.0,0.047498942999999995,3.9499469168878103,0.0,0.028581524265,3.8738664496228097,0,0.047498942999999995
114,2016,AGO,0.391409854864,0.0,0.029690758991999997,0.30697083399999997,0.0,0.05474826187199999,3.9352972399201582,0.0,0.063337545711,3.8172114323371575,0,0.05474826187199999
115,2017,AGO,0.376609985901,0.0,0.030060503901,0.27474336,0.0,0.071806122,3.7929086937410985,0.0,0.114732088062,3.606370483679098,0,0.071806122
116,2018,AGO,0.38902037138000006,0.0,0.031647061739999996,0.276669445,0.0,0.08070386464,3.7926753394437216,0.0,0.22778524671,3.484186228093722,0,0.08070386464
117,1980,ALB,0.16298181221773927,0.02431731452358116,0.01047,0.09929727737859492,0.0,0.0288972203155632,0.155561610633646,0.013229038633645784,0.01047,0.1015400000000002,0,0.030322572000000002
118,1981,ALB,0.16204448482966854,0.025770486274170428,0.011517,0.0947204962399349,0.0,0.0300365023155632,0.15869137503187514,0.014367221031874503,0.011517,0.10126000000000067,0,0.031547154
119,1982,ALB,0.16284610268158975,0.02907007467854793,0.01047,0.09256775768747863,0.0,0.0307382703155632,0.20594414134508068,0.01585991934508173,0.01047,0.14727999999999894,0,0.032334222
120,1983,ALB,0.16933579385239006,0.03146270929689194,0.011517,0.0947204962399349,0.0,0.0316355883155632,0.2346931640454507,0.01725932404545147,0.011517,0.17259999999999925,0,0.03331684
121,1984,ALB,0.1704057218202433,0.03399786552216729,0.011517,0.0928213679825128,0.0,0.0320694883155632,0.19102506227402413,0.01875202227402413,0.011517,0.12692,0,0.03383604
122,1985,ALB,0.17005625500667074,0.03624797855457778,0.01047,0.0904150191365298,0.0,0.0329232573155632,0.19172993827692245,0.020058133276921814,0.01047,0.12657000000000065,0,0.034631805
123,1986,ALB,0.16607537777033485,0.035668552954771636,0.014658000000000001,0.0824498865,0.0,0.0332989383155632,0.19659552252877116,0.02021673252877048,0.014658000000000001,0.12657000000000065,0,0.03515079
124,1987,ALB,0.1666405283961216,0.03728748741744574,0.016752,0.072966858,0.0,0.03963418297867584,0.2023880644625284,0.019908863462528004,0.016752,0.1242700000000004,0,0.041457201
125,1988,ALB,0.1685908728103857,0.03748799283170988,0.026175,0.068141514,0.0,0.036786365978675836,0.18641741777005813,0.020375331695984586,0.026175,0.10153407407407357,0,0.038333012
126,1989,ALB,0.16034057953517927,0.037114723556503436,0.026175,0.058063178,0.0,0.03898767797867584,0.19491628961153654,0.02045929595600178,0.026175,0.10816052165553476,0,0.040121472000000005
127,1990,ALB,0.114845326514897,0.0323729108406639,0.00942515337423312,0.043014162300000006,0.0,0.030033099999999997,0.127118513909017,0.01932108969082551,0.00942515337423312,0.06903863084395838,0,0.02933364
128,1991,ALB,0.09632368949498196,0.018421887913981944,0.005220000000000001,0.038544189581,0.0,0.034137612000000005,0.09543406071683144,0.010141006515657813,0.005220000000000001,0.04372446620117363,0,0.036348588
129,1992,ALB,0.08419123835829688,0.005235004867496885,0.0037604879999999998,0.0437916634908,0.0,0.031404082,0.0655185036507454,0.0034145431322270088,0.0037604879999999998,0.025383518518518392,0,0.032959954
130,1993,ALB,0.07383345482247178,0.00346567005147178,0.0011055960000000001,0.035639667771,0.0,0.033622521,0.06283840594697494,0.0019964815035425684,0.0011055960000000001,0.025912499443432373,0,0.033823829
131,1994,ALB,0.07017822073745411,0.002812873657954107,0.00110664,0.0277422550795,0.0,0.038516452,0.06650709326941415,0.0015766606266294115,0.00110664,0.02531416464278473,0,0.038509628
132,1995,ALB,0.07754968357728133,0.002119844522281322,0.00110664,0.031145343054999997,0.0,0.043177855999999994,0.0677844091736095,0.0007463482256233901,0.00110664,0.023012876947986118,0,0.042918544
133,1996,ALB,0.08534262686100279,0.0016644755738027901,0.0011060658,0.0245687854872,0.0,0.0580033,0.08269987229832255,0.0010542168686930383,0.0011060658,0.021922129629629517,0,0.05861746
134,1997,ALB,0.07794667369496719,0.001232247680967185,0.0007373772,0.025573470814,0.0,0.050403578,0.07303457152971403,0.00036384475999140265,0.0007373772,0.02109303556972262,0,0.050840314000000005
135,1998,ALB,0.08384251513623263,0.0007539568362326313,0.0011060658,0.031009560499999998,0.0,0.050972932,0.06574110056542558,0.00045713828819432637,0.0011060658,0.014498112477231257,0,0.049679784000000005
136,1999,ALB,0.07545623437158866,0.000903445437828665,0.0007373772,0.01910170973376,0.0,0.054713702,0.06751718849892084,0.00045713828819432637,0.0007373772,0.012830467010726508,0,0.053492205999999994
137,2000,ALB,0.0980373559405912,0.0010978101092191839,0.0011060658,0.045761196031372006,0.0,0.050072284,0.06083183808831241,0.0002798805846087713,0.0011060658,0.01305174370370364,0,0.046394147999999996
138,2001,ALB,0.09292334270457392,0.001248290729325994,0.0011060658,0.048300987175247945,0.0,0.042267999,0.05136107356866748,0.00019591640922613987,0.0011060658,0.013697264359441337,0,0.036361827
139,2002,ALB,0.1006494838387759,0.0009488268187999082,0.0011060658,0.05591456621997598,0.0,0.042680025,0.05125601811891836,0.00013994029230438566,0.0011060658,0.014638491026613971,0,0.035371521
140,2003,ALB,0.11352238408455873,0.0009487671567268227,0.0011060658,0.056532534127831886,0.0,0.054935017,0.06891454270953923,0.0005411024635769579,0.0011060658,0.015457749445962276,0,0.051809625
141,2004,ALB,0.12015019633524132,0.0009029321443912287,0.0011060658,0.06325198639085007,0.0,0.054889212,0.0712884614857991,0.0005411024635769579,0.0011060658,0.015444717222222144,0,0.054196575999999996
142,2005,ALB,0.11947154054209015,0.0008190919058261813,0.0011060658,0.06309584983626397,0.0,0.054450532999999995,0.07081958154050344,0.0004198208769131569,0.0011060658,0.016109013863590285,0,0.053184681
143,2006,ALB,0.11248945390078424,0.0016219843773081727,0.0011060658,0.05856770272347608,0.0,0.051193700999999994,0.06845249684266899,0.0004198208769131569,0.0011060658,0.017817641165755828,0,0.049108969
144,2007,ALB,0.09682509365857128,0.0023592009372752805,0.0003644508,0.05713834592129599,0.0,0.036963096,0.042837193508182055,0.0004198208769131569,0.0003651571,0.014772375531268898,0,0.02727984
145,2008,ALB,0.10574486401881657,0.002858482393398624,0.00106474725,0.056475640375417926,0.0,0.045345994,0.05252693602759332,0.0005690905220378349,0.00107110395,0.013845555555555484,0,0.037041186000000004
146,2009,ALB,0.11507087378120899,0.003923002211637058,0.00106474725,0.05444561631957195,0.0,0.055637507999999995,0.06418918368747224,9.329352820292374e-05,0.00107110395,0.012263026209269315,0,0.05076176
147,2010,ALB,0.12655497132284665,0.003524944165784555,0.00035032480000000006,0.05266362087706206,0.0,0.07001608147999999,0.09849116932673144,9.329352820292374e-05,0.00035279684999999997,0.024954785468528508,0,0.07309029348
148,2011,ALB,0.10640647444120244,0.00331134169158636,0.00035032480000000006,0.052162300269616095,0.0,0.05058250768,0.07585689950134678,4.664676410146187e-05,0.00035279684999999997,0.035704636207245316,0,0.03975281968
149,2012,ALB,0.10398150131812313,0.002968888266585129,0.00059555216,0.04602069949153798,0.0,0.054396361399999996,0.0840378737211778,6.530546974204662e-05,0.000599754645,0.03885078020643575,0,0.0445220334
150,2013,ALB,0.12706901766441914,0.0026425201614911514,0.00066561712,0.05495550257292798,0.0,0.06880537781,0.10563648550534094,8.396417538263139e-05,0.000670314015,0.03914080550495831,0,0.06574140181
151,2014,ALB,0.1158581328407006,0.003339683613892591,0.00112103936,0.056805568266808014,0.0,0.0545918416,0.09296194121961916,0.00015533371176268315,0.00112894992,0.04719215998785647,0,0.0444854976
152,2015,ALB,0.11629730243544255,0.002822255337070553,0.0012261368,0.053080053348372,0.0,0.05916885695,0.10225470403895913,0.00022670324814273496,0.0012347889750000001,0.0463977428658164,0,0.05439546895
153,2016,ALB,0.12960601780573558,0.002199419837735592,0.0015764482079999999,0.05483,0.0,0.07100014975999999,0.12535621607056832,0.00013061093948409325,0.0015875723385,0.05249457903258423,0,0.07114345376
154,2017,ALB,0.12368803557946248,0.002175237164280488,0.0017516091199999998,0.07019911554518199,0.0,0.04956207375,0.08000844944033325,0.00014272730855546044,0.001763969265,0.03682060311677779,0,0.04128114975
155,2018,ALB,0.13883511861167833,0.001973269296142325,0.0015036782455359998,0.06453125315000001,0.0,0.07082691792000001,0.11459209640579684,0.00012130605759133798,0.001514288878317,0.0358685635498885,0,0.07708793792
156,1980,ARE,0.27505223471344914,0.0,0.10993499999999999,0.16511723471344916,0.0,0.0,3.8872361198836316,0.0,0.2094,3.6778361198836316,0,0.0
157,1981,ARE,0.4410880663716431,0.0,0.140298,0.3007900663716431,0.0,0.0,3.4541071039720666,0.0,0.24081,3.2132971039720672,0,0.0
158,1982,ARE,0.4202180935962696,0.0,0.095277,0.3249410935962696,0.0,0.0,2.9990272599452013,0.0,0.2094,2.789627259945201,0,0.0
159,1983,ARE,0.5176906415263166,0.0,0.190554,0.3271366415263166,0.0,0.0,2.9078102201223124,0.0,0.28269,2.6251202201223127,0,0.0
160,1984,ARE,0.5891661588156983,0.0,0.252327,0.3368391588156984,0.0,0.0,3.0033211316724167,0.0,0.360168,2.643153131672417,0,0.0
161,1985,ARE,0.8008953669937688,0.0,0.394719,0.4061763669937689,0.0,0.0,3.292616061445208,0.0,0.506748,2.785868061445208,0,0.0
162,1986,ARE,0.907272305,0.0,0.45125699999999996,0.456015305,0.0,0.0,3.6781117558862686,0.0,0.562239,3.1158727558862687,0,0.0
163,1987,ARE,1.06888718,0.0,0.60726,0.46162718,0.0,0.0,4.208881299541319,0.0,0.714054,3.4948272995413183,0,0.0
164,1988,ARE,1.17094278,0.0,0.650187,0.52075578,0.0,0.0,4.222102614780917,0.0,0.69102,3.531082614780918,0,0.0
165,1989,ARE,1.268123585,0.0,0.7349939999999999,0.533129585,0.0,0.0,4.994972036302398,0.0,0.8501639999999999,4.1448080363024,0,0.0
166,1990,ARE,1.2273358809164947,0.0,0.6941650509164947,0.53317083,0.0,0.0,5.512393645437333,0.0,0.8166647657841114,4.695728879653222,0,0.0
167,1991,ARE,1.48782599,0.0,0.8271299999999999,0.66069599,0.0,0.0,6.24126812786859,0.0,0.959052,5.282216127868591,0,0.0
