year,country,cons_btu,coal_cons_btu,gas_cons_btu,oil_cons_btu,nuclear_cons_btu,renewables_cons_btu,prod_btu,coal_prod_btu,gas_prod_btu,oil_prod_btu,nuclear_prod_btu,renewables_prod_btu,co2,co2_growth_prct,co2_growth_abs,consumption_co2,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,share_global_cumulative_co2,co2_per_gdp,consumption_co2_per_gdp,co2_per_unit_energy,population,GDP,GDP growth,GDP per capita,GDP per capita growth,income per capita,income per capita growth,built_reactors,shutdown_reactors,operating_reactors,nuclear_warheads,accident_cost_MioUSD2013,accident_deaths,research_%GDP,representative_government,fundamental_rights,checks_on_gouvernment,impartial_administration,civil_society_participation
1994,MUS,0.03295790827697824,0.001621663276978243,0.0,0.030562545,0.0,0.0007737,0.0007737,0.0,0.0,0.0,0.0,0.0007737,1.6230000000000002,-8.471,-0.15,3.2689999999999997,1.4569999999999999,2.9339999999999997,0.006999999999999999,26.691999999999997,0.004,0.115,0.23199999999999998,0.191,1114000.0,3558137040.3777204,4.1361428983280994,3197.3310236795696,2.68832855301623,2957.7579564754806,-0.140532766034013,0.0,0.0,0.0,0.0,0.0,0.0,,0.8694326748980121,0.7094894150751494,0.7126685900182663,0.5421147984323702,0.6998745545093599
1995,MUS,0.035293780276978236,0.001621663276978243,0.0,0.032290309,0.0,0.0013818079999999998,0.0013818079999999998,0.0,0.0,0.0,0.0,0.0013818079999999998,1.828,12.640999999999998,0.205,3.637,1.619,3.221,0.008,28.521,0.004,0.122,0.242,0.2,1129000.0,4040345933.29231,4.28773657128798,3599.55520192961,3.39477636329191,3284.1858050983196,3.97582346102612,0.0,0.0,0.0,0.0,0.0,0.0,,0.8728964846886562,0.7090807260835366,0.7108639609041416,0.5411025141579369,0.6998745545093599
1996,MUS,0.0353604052774465,0.0010296274774465037,0.0,0.0332760978,0.0,0.00105468,0.00105468,0.0,0.0,0.0,0.0,0.00105468,1.949,6.6129999999999995,0.121,4.09,1.7069999999999999,3.582,0.008,30.47,0.004,0.115,0.242,0.209,1142000.0,4421943910.49749,5.587843899491559,3899.43519244996,4.51343258696821,3509.84094667812,4.3026531473178,0.0,0.0,0.0,0.0,0.0,0.0,,0.8747818299849845,0.7082089014211771,0.7125976764489583,0.5427303388222405,0.6998745545093599
1997,MUS,0.03572841459906348,0.0011840715990634788,0.0,0.033604747000000004,0.0,0.000939596,0.000939596,0.0,0.0,0.0,0.0,0.000939596,1.9969999999999999,2.444,0.048,4.141,1.73,3.589,0.008,32.467,0.004,0.11800000000000001,0.245,0.209,1154000.0,4187367601.73431,5.6874774442267695,3646.6306259900102,4.3724171649551495,3261.97874506339,2.13988249600486,0.0,0.0,0.0,0.0,0.0,0.0,0.27899,0.8721599946686408,0.7083086619488009,0.7182631573073871,0.5407210923567108,0.6998745545093599
1998,MUS,0.036722299272467535,0.0018275887724675441,0.0,0.0338342225,0.0,0.001060488,0.001060488,0.0,0.0,0.0,0.0,0.001060488,2.169,8.624,0.172,3.949,1.8619999999999999,3.39,0.009000000000000001,34.635999999999996,0.005,0.125,0.22699999999999998,0.213,1165000.0,4169664285.3868103,6.07194016138837,3593.2340808954705,4.962519410006929,3201.43699382354,5.6375762294584,0.0,0.0,0.0,0.0,0.0,0.0,0.26178,0.8744046938587908,0.7088138065026109,0.7180463286837578,0.5429320866269982,0.6998745545093599
1999,MUS,0.04050501592331812,0.003500733423318112,0.0,0.0338342225,0.0,0.00317006,0.00317006,0.0,0.0,0.0,0.0,0.00317006,2.426,11.824000000000002,0.256,4.209,2.063,3.5789999999999997,0.01,37.061,0.005,0.14,0.243,0.22899999999999998,1176000.0,4343710332.80658,2.61093231872474,3695.9349090943397,1.31474864199103,3298.6510955766603,1.62032657958535,0.0,0.0,0.0,0.0,0.0,0.0,0.31008,0.8731235395068501,0.7112946209180001,0.7153239286326865,0.5418571581935896,0.6998745545093599
2000,MUS,0.054830533834849135,0.006512393794849134,0.0,0.043166635040000005,0.0,0.005151505,0.005151505,0.0,0.0,0.0,0.0,0.005151505,2.6889999999999996,10.876,0.264,4.555,2.27,3.844,0.011000000000000001,39.751,0.005,0.154,0.261,0.22899999999999998,1185000.0,4663313620.017071,8.202791783495119,3929.07549503364,7.144715981417531,3513.73230023571,5.6412187500412205,0.0,0.0,0.0,0.0,0.0,0.0,0.28402,0.8745223562768776,0.7157603124500267,0.7509237544833869,0.5434448796292755,0.7340764588141989
2001,MUS,0.05596132591391262,0.007696465393912612,0.0,0.042891700520000006,0.0,0.00537316,0.00537316,0.0,0.0,0.0,0.0,0.00537316,2.862,6.403,0.172,4.33,2.397,3.627,0.011000000000000001,42.611999999999995,0.005,0.168,0.254,0.23199999999999998,1194000.0,4613630622.77501,3.3475407107277597,3856.6252268686403,2.5342628365631,3479.24192136147,4.89167640705914,0.0,0.0,0.0,0.0,0.0,0.0,0.36257,0.8772615393193947,0.7138867247558259,0.7511052865055879,0.5445762845482975,0.7340764588141989
2002,MUS,0.05497420199101887,0.008056835011018889,0.0,0.04167827197999998,0.0,0.005239095,0.005239095,0.0,0.0,0.0,0.0,0.005239095,2.884,0.768,0.022000000000000002,4.503,2.399,3.7460000000000004,0.011000000000000001,45.496,0.005,0.16899999999999998,0.263,0.23600000000000002,1202000.0,4841310239.63687,1.61491864461934,4018.9488973186403,0.9119102029731609,3638.72408133762,3.24654658304577,0.0,0.0,0.0,0.0,0.0,0.0,0.36805,0.8777561711169598,0.7133442006638638,0.75724699153079,0.5427108560095789,0.7340764588141989
2003,MUS,0.05616677808182738,0.008134057071827376,0.0,0.04249434601000002,0.0,0.005538375,0.005538375,0.0,0.0,0.0,0.0,0.005538375,3.0589999999999997,6.099,0.17600000000000002,4.8069999999999995,2.531,3.9760000000000004,0.011000000000000001,48.555,0.005,0.18100000000000002,0.285,0.239,1209000.0,5816553826.85519,5.92544548864666,4793.71817900161,5.161670446754929,4312.64948212849,1.7361124485569799,0.0,0.0,0.0,0.0,0.0,0.0,0.32604,0.8783943378043528,0.7145557632647952,0.7611842016742485,0.5420829897943413,0.7340764588141989
2004,MUS,0.05788479432455099,0.007439058524550988,0.0,0.04472259340000002,0.0,0.0057231424,0.0057231424,0.0,0.0,0.0,0.0,0.0057231424,3.089,0.958,0.028999999999999998,4.992,2.54,4.105,0.011000000000000001,51.644,0.006,0.183,0.29600000000000004,0.237,1216000.0,6578844486.06288,4.33001987203438,5388.06578367365,3.6778093191666095,4866.53994994041,3.78192890177651,0.0,0.0,0.0,0.0,0.0,0.0,0.36818,0.8787934473819579,0.7147357451174464,0.7557430983617974,0.5436123359283594,0.7340764588141989
2005,MUS,0.06203342719476317,0.00936961004476318,0.0,0.04723036054999999,0.0,0.0054334566,0.0054334566,0.0,0.0,0.0,0.0,0.0054334566,3.2939999999999996,6.643,0.205,4.652,2.696,3.806,0.011000000000000001,54.938,0.006,0.203,0.287,0.245,1222000.0,6488750452.60067,1.77754303693473,5282.90602155635,1.1766991035457,4744.418972960921,-2.7817954287062503,0.0,0.0,0.0,0.0,0.0,0.0,0.36053,0.8885126712813162,0.7152007588091428,0.7490543785106507,0.5439653421228614,0.7340764588141989
2006,MUS,0.06475397828403888,0.012484233164038856,0.0,0.04734724299000002,0.0,0.00492250213,0.00492250213,0.0,0.0,0.0,0.0,0.00492250213,3.627,10.122,0.33299999999999996,5.075,2.9539999999999997,4.133,0.012,58.565,0.006,0.21,0.293,0.252,1228000.0,7028803365.70151,4.8655445910714405,5695.96932704928,4.377586804302339,5160.56896427223,12.755933257079501,0.0,0.0,0.0,0.0,0.0,0.0,,0.8910741530092071,0.7175315368389824,0.7481074342333143,0.5441832168673383,0.7340764588141989
2007,MUS,0.06720847338442115,0.014749413614421163,0.0,0.04728557649,0.0,0.00517348328,0.00517348328,0.0,0.0,0.0,0.0,0.00517348328,3.6860000000000004,1.6159999999999999,0.059000000000000004,4.888,2.987,3.9610000000000003,0.012,62.251000000000005,0.006,0.193,0.255,0.255,1234000.0,8150138757.15741,5.7270161424743495,6574.6543381149295,5.24649694808031,6074.18964615469,3.7173011174302704,0.0,0.0,0.0,0.0,0.0,0.0,,0.8873507779564241,0.7150765666499687,0.749698214623914,0.5459992141447156,0.7340764588141989
2008,MUS,0.06916426874237801,0.01678292788237801,0.0,0.046533977260000005,0.0,0.0058473636,0.0058473636,0.0,0.0,0.0,0.0,0.0058473636,3.767,2.187,0.081,5.169,3.04,4.172,0.012,66.018,0.006,0.195,0.268,0.254,1239000.0,9990370016.307709,5.38696257005078,8030.063005373041,5.00653908318569,7219.52922943305,-3.42605004255103,0.0,0.0,0.0,0.0,0.0,0.0,,0.8899691420135297,0.7161699416197097,0.74019841699139,0.5438682830520752,0.7340764588141989
2009,MUS,0.06671509793821534,0.014778783738215324,0.0,0.04601199420000002,0.0,0.00592432,0.006484538132635,0.0,0.0,0.0,0.0,0.006484538132635,3.708,-1.556,-0.059000000000000004,5.09,2.9810000000000003,4.092,0.012,69.726,0.006999999999999999,0.18600000000000003,0.256,0.256,1244000.0,9128843109.15588,3.3150769885354,7318.12640972422,3.04110045385639,6337.2463106938,-4.00737154759491,0.0,0.0,0.0,0.0,0.0,0.0,,0.8902740307720345,0.7154516606229839,0.7376809434848213,0.543917719347464,0.7340764588141989
2010,MUS,0.0718825660136124,0.016552522993612415,0.0,0.04895937501999999,0.0,0.006370668,0.00704255292192,0.0,0.0,0.0,0.0,0.00704255292192,3.9130000000000003,5.534,0.205,4.9719999999999995,3.136,3.984,0.012,73.639,0.006999999999999999,0.191,0.242,0.256,1248000.0,10003670690.3497,4.37720323945265,8000.376431821541,4.1291988641932,6649.646499886489,-5.37116372807181,0.0,0.0,0.0,0.0,0.0,0.0,,0.8693326499058406,0.7559525218817335,0.7672004805992817,0.5585574240378113,0.7247842138568187
2011,MUS,0.07368139920363237,0.015889648823632356,0.0,0.05243823438000001,0.0,0.005353516,0.005980432320399999,0.0,0.0,0.0,0.0,0.005980432320399999,3.917,0.094,0.004,5.409,3.1310000000000002,4.324,0.011000000000000001,77.556,0.006999999999999999,0.182,0.252,0.256,1251000.0,11518393367.2403,4.077538073622089,9197.026971520609,3.9110012482051,7493.36772861269,8.23238162734677,0.0,0.0,0.0,0.0,0.0,0.0,,0.8730705991866462,0.7578604649122002,0.7671182910150302,0.5600258700763937,0.7247842138568187
2012,MUS,0.07429350972941848,0.016709747109418496,0.0,0.052083514619999986,0.0,0.005500248,0.00606152798808,0.0,0.0,0.0,0.0,0.00606152798808,3.964,1.216,0.048,5.223,3.1639999999999997,4.169,0.011000000000000001,81.52,0.006999999999999999,0.18,0.237,0.255,1253000.0,11668685524.1265,3.49611833757979,9291.22761861899,3.2094994517465003,7946.36680802785,7.347276935839901,0.0,0.0,0.0,0.0,0.0,0.0,0.17773,0.8708835057818549,0.7563456987733829,0.7723544836484922,0.5613670510677421,0.7247842138568187
2013,MUS,0.07532961797959482,0.017586217499594832,0.0,0.05207604647999999,0.0,0.005667354,0.006204559531970001,0.0,0.0,0.0,0.0,0.006204559531970001,4.067,2.588,0.10300000000000001,5.305,3.241,4.227,0.012,85.587,0.006999999999999999,0.18100000000000002,0.23600000000000002,0.255,1255000.0,12129642296.4425,3.3604061030308503,9637.002650009581,3.13285197547427,8651.30008109368,6.36065864345142,0.0,0.0,0.0,0.0,0.0,0.0,,0.8474812750788664,0.7369561193123939,0.7366731304181147,0.5412632676333982,0.6728809076849332
2014,MUS,0.07762993983372854,0.018307703213728533,0.0,0.05366378662,0.0,0.00565845,0.006441654500939999,0.0,0.0,0.0,0.0,0.006441654500939999,4.206,3.423,0.139,5.3629999999999995,3.346,4.266,0.012,89.794,0.006999999999999999,0.17800000000000002,0.22699999999999998,0.259,1257000.0,12803445933.5894,3.7445757725785103,10153.9382184867,3.55690427086847,9079.45888558442,1.71654859029458,0.0,0.0,0.0,0.0,0.0,0.0,,0.8714444055415539,0.7342226049738142,0.7187146820100032,0.536359619606713,0.64875150821471
2015,MUS,0.08051611041600559,0.0186060635160056,0.0,0.055573126900000006,0.0,0.00633692,0.00700823888576,0.0,0.0,0.0,0.0,0.00700823888576,4.21,0.087,0.004,5.362,3.344,4.2589999999999995,0.012,94.00399999999999,0.006999999999999999,0.172,0.21899999999999997,,1259000.0,11692287066.381,3.5530717300396,9260.44730250635,3.41602397332954,8308.03738798682,2.6865517475661997,0.0,0.0,0.0,0.0,0.0,0.0,,0.8709569561537699,0.7090168577840003,0.724448059441937,0.5439842104194094,0.6637993625214512
2016,MUS,0.08370223981828266,0.018904423818282654,0.0,0.058677,0.0,0.006120815999999999,0.006793974115584,0.0,0.0,0.0,0.0,0.006793974115584,4.346,3.22,0.136,5.56,3.443,4.406000000000001,0.012,98.34899999999999,0.006999999999999999,0.171,0.21899999999999997,,1262000.0,12232463655.5727,3.83793262870844,9681.618566896741,3.76659645807264,8707.751223340028,3.97370156328265,0.0,0.0,0.0,0.0,0.0,0.0,,0.8732979202328602,0.7117756619185194,0.7257841301510682,0.5445813009203743,0.6637993625214512
2017,MUS,0.09053973652406223,0.019567890024062243,0.0,0.0652321475,0.0,0.005739699,0.005739699,0.0,0.0,0.0,0.0,0.005739699,4.7410000000000005,9.095,0.395,6.0,3.7510000000000003,4.747,0.013000000000000001,103.09,0.008,,,,1264000.0,13259351418.4459,3.81415211496423,10484.9083620411,3.7205676480869703,9680.92712859713,4.96054350413723,0.0,0.0,0.0,0.0,0.0,0.0,0.36635999999999996,0.8749220643389644,0.7163003236745115,0.7398942397171474,0.5181099067204538,0.7141031975876279
2018,MUS,0.09410647274828092,0.018587787628280915,0.0,0.06962156912,0.0,0.005897116,0.005897116,0.0,0.0,0.0,0.0,0.005897116,4.855,2.41,0.114,,3.832,,0.013000000000000001,107.945,0.008,,,,1267000.0,14181803715.4038,3.75991807991545,11208.227369573799,3.70333531398892,10369.3136522126,4.64570432317385,0.0,0.0,0.0,0.0,0.0,0.0,0.34597,0.8725275296776492,0.7402477680445032,0.7556312901477628,0.5590291684408261,0.7133633064346141
1980,MWI,0.01209756327327874,0.001615319433278739,0.0,0.00645852384,0.0,0.00402372,0.0040305440000000005,0.0,0.0,0.0,0.0,0.0040305440000000005,0.708,11.524000000000001,0.073,,0.113,,0.004,10.649000000000001,0.003,0.12,,,6250000.0,1237655461.1501,0.406746413020343,198.010933814276,-2.4035610615295897,158.778228191998,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1644156561092415,0.3501877378440997,0.21183977620377303,0.5804680194936718,0.242689862197887
1981,MWI,0.012662071553578716,0.0011928513535787134,0.0,0.0075143571999999985,0.0,0.003954863,0.003961687,0.0,0.0,0.0,0.0,0.003961687,0.602,-15.036,-0.106,,0.094,,0.003,11.251,0.003,0.092,,,6412000.0,1237685691.94683,-5.29011921858996,193.01490552450298,-7.682006063367941,157.26915326824,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1645945080601403,0.3555887942298816,0.2095565417763207,0.5825881196065438,0.242689862197887
1982,MWI,0.011972554739878394,0.0015159150598783948,0.0,0.00622618168,0.0,0.004230458,0.0043639195,0.0,0.0,0.0,0.0,0.0043639195,0.591,-1.695,-0.01,,0.09,,0.003,11.842,0.003,0.086,,,6566000.0,1180104216.01137,2.50345381365055,179.729959177697,0.10554504455795698,144.350618931098,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1637673583370756,0.3543454760804026,0.2106961189547715,0.5843067162576461,0.242689862197887
1983,MWI,0.011151607655511604,0.0013419575755116053,0.0,0.00515270208,0.0,0.004656948,0.0051698346023755755,0.0002493756023755751,0.0,0.0,0.0,0.004920459,0.5720000000000001,-3.3280000000000003,-0.02,,0.085,,0.003,12.414000000000001,0.003,0.077,,,6738000.0,1223186840.31324,3.71870905106803,181.537642798174,1.07200494524382,151.554097841743,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1608647715274187,0.3597198092600952,0.2165797889342685,0.5811422606730726,0.242689862197887
1984,MWI,0.011081126332811431,0.0012922553888114329,0.0,0.004951534944,0.0,0.004837335999999999,0.005379284626875249,0.0002743130268752497,0.0,0.0,0.0,0.0051049716,0.5529999999999999,-3.2760000000000002,-0.019,,0.079,,0.003,12.967,0.003,0.069,,,6965000.0,1208008985.42522,5.36030409396811,173.44969865854802,1.9310524774830902,148.735589913218,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1633238360911357,0.353717253515112,0.2100723003375793,0.5770581181502878,0.242689862197887
1985,MWI,0.012231807629315007,0.0015283397893150106,0.0,0.005796789839999999,0.0,0.004906678,0.005880908935130348,0.0007107199351303478,0.0,0.0,0.0,0.005170189,0.5529999999999999,0.08900000000000001,0.0,,0.076,,0.003,13.52,0.003,0.059000000000000004,,,7268000.0,1131347798.26653,4.57098230190145,155.655784008284,0.202124569267866,134.02388634483,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1627516284129103,0.35423023371962303,0.2109340053507623,0.5771807437100918,0.242689862197887
1986,MWI,0.012115874196842971,0.0014662121968429724,0.0,0.005367398000000001,0.0,0.005282264,0.0063188387791667895,0.0007730637791667904,0.0,0.0,0.0,0.005545775,0.5479999999999999,-0.9,-0.005,,0.07200000000000001,,0.003,14.069,0.003,0.064,,,7666000.0,1183654827.79002,-0.214802517873338,154.395311664904,-5.396756055381941,128.034898286389,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1619942465620747,0.3557454913556026,0.2088633484164651,0.5797834930120208,0.242689862197887
1987,MWI,0.012663966238132318,0.0014926163672823178,0.0,0.00536095987085,0.0,0.00581039,0.006873460856324828,0.0007995598563248273,0.0,0.0,0.0,0.006073901,0.541,-1.411,-0.008,,0.066,,0.003,14.609000000000002,0.003,0.064,,,8141000.0,1183094127.7674599,1.62523918235549,145.322799488851,-4.30108745863821,115.059005613365,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1623761150022926,0.3551533372012348,0.2163970015025094,0.5792840071210252,0.242689862197887
1988,MWI,0.012700326718751627,0.0015407645187516265,0.0,0.0053471502,0.0,0.005812412,0.007220350104040737,0.0011471265040407384,0.0,0.0,0.0,0.0060732236,0.537,-0.649,-0.004,,0.062,,0.002,15.147,0.003,0.066,,,8637000.0,1379924257.21313,3.1772912783485197,159.77466566626,-2.7426719980036602,130.08908696880698,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1627447370144429,0.36014443229946097,0.2131228668276053,0.5783555545176694,0.242689862197887
1989,MWI,0.014294171260674341,0.0015904668181743401,0.0,0.0067991924425,0.0,0.005904512,0.007486300719802387,0.0013216897198023874,0.0,0.0,0.0,0.006164611,0.5579999999999999,3.911,0.021,,0.062,,0.003,15.705,0.003,0.063,,,9076000.0,1590215582.5330698,1.34468970692691,175.219323094243,-3.55619809474061,142.079496126108,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1619781152992248,0.3532991901253087,0.2112496185497671,0.576347798568421,0.242689862197887
1990,MWI,0.016016759573368785,0.001547805630868785,0.0,0.0072187599425,0.0,0.0072501940000000015,0.008760287072930674,0.0012499940729306734,0.0,0.0,0.0,0.007510293,0.7390000000000001,32.391,0.18100000000000002,1.5659999999999998,0.079,0.166,0.003,16.444000000000003,0.003,0.086,0.183,,9404000.0,1880771556.30474,5.692294493757499,199.986342315353,1.99564341786376,164.659931782705,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1633367490433658,0.3521073512063856,0.2136745509081508,0.5769762707517044,0.2429510103086264
1991,MWI,0.018356808145351282,0.001441360145351282,0.0,0.0091615,0.0,0.007753948,0.009285861418343429,0.0012718144183434285,0.0,0.0,0.0,0.008014047,0.785,6.185,0.046,1.635,0.08199999999999999,0.17,0.003,17.229,0.003,0.085,0.177,,9600000.0,2203545856.66893,8.730231828614139,229.52753899922698,6.51204723494099,193.425116597997,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1646944434074543,0.35829321439996203,0.2108958424456752,0.5582153103190127,0.2429510103086264
1992,MWI,0.01866889367531031,0.0015396376753103091,0.0,0.0091866,0.0,0.007942656,0.009500219555958006,0.0012967519559580055,0.0,0.0,0.0,0.0082034676,0.785,0.068,0.001,1.6369999999999998,0.081,0.16899999999999998,0.004,18.014,0.003,0.095,0.198,,9686000.0,1799517081.5641198,-7.332978135323191,185.785886618115,-8.15209719316177,153.582199820058,,0.0,0.0,0.0,0.0,0.0,0.0,,0.3213300356752393,0.3653675167310033,0.2681677889191141,0.5585129901404629,0.285748494655115
1993,MWI,0.018206557564795358,0.001565615330295358,0.0,0.0086927032345,0.0,0.007948239000000001,0.009505089955958005,0.0012967519559580055,0.0,0.0,0.0,0.008208338,0.879,11.955,0.094,1.8459999999999999,0.091,0.19,0.004,18.893,0.003,0.10099999999999999,0.21100000000000002,,9710000.0,2070636935.5864398,9.691840267806631,213.24061307348302,9.416682413224391,180.27562288482497,,0.0,0.0,0.0,0.0,0.0,0.0,,0.4077291286294533,0.4094090389585294,0.3370730370613871,0.5802408428690812,0.358284100457064
1994,MWI,0.019325197367284167,0.0015904663672841731,0.0,0.009368455,0.0,0.008366276,0.00989818941834343,0.0012718144183434285,0.0,0.0,0.0,0.008626375,0.905,2.903,0.026000000000000002,1.919,0.09300000000000001,0.19699999999999998,0.004,19.798,0.003,0.08800000000000001,0.187,,9746000.0,1181802596.03498,-10.2401817338935,121.264127633342,-10.5658454287239,89.81397730109471,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6813552067557318,0.5022830815751202,0.5187266132836612,0.4077474667780244,0.4934451354683043
1995,MWI,0.02012495633029536,0.001565615330295358,0.0,0.009979757,0.0,0.008579584,0.010061622343114274,0.0012219393431142744,0.0,0.0,0.0,0.008839683000000001,0.907,0.254,0.002,2.026,0.092,0.20600000000000002,0.004,20.705,0.003,0.08800000000000001,0.196,,9844000.0,1397457932.30697,16.7288175920015,141.954390617113,15.558199275243199,104.07837591597901,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6782241898043115,0.5943076954034823,0.6498435234365703,0.4040556165658573,0.5649712379220453
1996,MWI,0.02041975827825062,0.0016650194782506188,0.0,0.0100070988,0.0,0.00874764,0.010330141093572585,0.0013216894935725824,0.0,0.0,0.0,0.0090084516,0.904,-0.298,-0.003,2.231,0.09,0.223,0.004,21.609,0.003,0.09,0.223,,10023000.0,2281034131.36493,7.3166815111922405,227.584770203676,5.4067834032028195,186.03034432053602,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6789331124173672,0.5962312496311162,0.646388979778608,0.4082145066689958,0.5881051038890902
1997,MWI,0.020422789468991943,0.001598574468991941,0.0,0.009979757,0.0,0.008844458000000001,0.010606171068801736,0.0013715645688017364,0.0,0.0,0.0,0.0092346065,0.9470000000000001,4.7669999999999995,0.043,2.327,0.092,0.22699999999999998,0.004,22.555999999999997,0.003,0.084,0.20600000000000002,,10265000.0,2663234933.89767,3.79241909896267,259.450494129967,1.3442808369090802,218.976012782047,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6796364913620621,0.596401998354556,0.6466256141134793,0.4002291087861515,0.5881051038890902
1998,MWI,0.02155286812355437,0.0014270961235543773,0.0,0.009979757,0.0,0.010146015,0.01195760314403089,0.0014214396440308907,0.0,0.0,0.0,0.0105361635,0.922,-2.6689999999999996,-0.025,2.286,0.087,0.217,0.004,23.478,0.003,0.09699999999999999,0.24,,10552000.0,1750584265.28754,3.89525362963714,165.895393540989,1.06528168017212,129.985894348113,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6761414568318921,0.5968020784476815,0.6477475433663771,0.4106575927026988,0.5881051038890902
1999,MWI,0.0213779241240784,0.0015607551240783945,0.0,0.009979757,0.0,0.009837412,0.011674560878745851,0.0015770498787458511,0.0,0.0,0.0,0.010097511,0.9209999999999999,-0.138,-0.001,2.293,0.085,0.21100000000000002,0.004,24.399,0.003,0.091,0.226,,10854000.0,1775921718.1053398,3.0422780913399903,163.614246758604,0.17548279015625198,132.177759836626,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5887081615830168,0.5986004284146225,0.6496841127627426,0.4112123102758174,0.5881051038890902
2000,MWI,0.02325800752403951,0.0017338863240395058,0.0,0.010711061200000002,0.0,0.01081306,0.013036455810267213,0.0019625842102672124,0.0,0.0,0.0,0.011073871599999998,0.865,-6.079,-0.055999999999999994,2.0780000000000003,0.078,0.18600000000000003,0.004,25.264,0.003,0.087,0.21,,11149000.0,1743506531.32652,1.5760778373467,156.385718599912,-1.10652178981509,125.42399115519501,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5846730687392317,0.6038672281695708,0.6481226296472471,0.4093193300534386,0.5767710210787713
2001,MWI,0.02278428657410424,0.0016270406077822355,0.0,0.009956273966322005,0.0,0.011200972,0.01266555406678407,0.0012044830667840706,0.0,0.0,0.0,0.011461071,0.792,-8.413,-0.073,1.9080000000000001,0.069,0.16699999999999998,0.003,26.055999999999997,0.003,0.086,0.207,,11432000.0,1716502862.2954,-4.97496384649443,150.148955764119,-7.329327150394991,118.64859763405701,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5881997800319322,0.6084182233720344,0.6481141895601366,0.3987699447687239,0.5767710210787713
2002,MWI,0.022563207168905662,0.0016370320424486586,0.0,0.009339128126457005,0.0,0.011587047,0.013415717115956896,0.0015685711159568946,0.0,0.0,0.0,0.011847146,0.847,6.888999999999999,0.055,2.26,0.07200000000000001,0.193,0.003,26.903000000000002,0.003,0.08,0.212,,11714000.0,3495748397.63025,1.70000001363076,298.433384945159,-0.7454541844612809,250.659034912506,,0.0,0.0,0.0,0.0,0.0,0.0,,0.585253747458037,0.6094757429783798,0.6459768207570596,0.4001982564832008,0.5767710210787713
2003,MWI,0.02382417125540208,0.001647023477115081,0.0,0.01027014777828699,0.0,0.011907,0.014197014561826569,0.0020299155618265703,0.0,0.0,0.0,0.012167099,0.904,6.735,0.057,2.156,0.075,0.18,0.003,27.805999999999997,0.003,0.08199999999999999,0.196,,12000000.0,3208837077.25069,5.7056394374716195,267.399056501788,3.18180561407296,216.515765850655,-1.4123106594961101,0.0,0.0,0.0,0.0,0.0,0.0,,0.5895759575691456,0.6124449703607404,0.6573192915757372,0.3999477683543127,0.5767710210787713
2004,MWI,0.02538808122842672,0.0015244004625457163,0.0,0.010882944765881005,0.0,0.012980736,0.01453331204843509,0.0012917644484350902,0.0,0.0,0.0,0.0132415476,0.912,0.867,0.008,2.019,0.07400000000000001,0.16399999999999998,0.003,28.718000000000004,0.003,0.07,0.155,,12302000.0,3476094498.8751698,5.4204976936605505,282.567084599486,2.83545055901477,233.422822321675,3.05779622416451,0.0,0.0,0.0,0.0,0.0,0.0,,0.555366747131466,0.6134196915963499,0.6692242932081995,0.3980213501437925,0.598230997003158
2005,MWI,0.024599833002902586,0.0014504535362975808,0.0,0.009650729466605005,0.0,0.01349865,0.015053007202196546,0.001294258202196548,0.0,0.0,0.0,0.013758749,0.9059999999999999,-0.597,-0.005,2.128,0.07200000000000001,0.16899999999999998,0.003,29.624000000000002,0.003,0.065,0.154,,12626000.0,3655909664.1423,3.2687258275752997,289.555168920514,0.6177700974348,236.093269837092,-3.35965841011277,0.0,0.0,0.0,0.0,0.0,0.0,,0.5489117456577138,0.5896962288979626,0.6725153993643734,0.4118222979736115,0.6307299631625498
2006,MWI,0.02535998954648592,0.0014910622193289125,0.0,0.010150950327157005,0.0,0.013717977,0.015484303271920453,0.0015062272719204527,0.0,0.0,0.0,0.013978076,0.9179999999999999,1.3,0.012,2.03,0.071,0.156,0.003,30.541999999999998,0.003,0.068,0.151,,12974000.0,3998020176.67364,4.69999999202611,308.16347571141,1.8936214181724,243.773831466974,3.64145341494917,0.0,0.0,0.0,0.0,0.0,0.0,,0.5477185044336316,0.5914357411810948,0.6739678978203028,0.4100134386129136,0.633560320142949
