year,country,cons_btu,coal_cons_btu,gas_cons_btu,oil_cons_btu,nuclear_cons_btu,renewables_cons_btu,prod_btu,coal_prod_btu,gas_prod_btu,oil_prod_btu,nuclear_prod_btu,renewables_prod_btu,co2,co2_growth_prct,co2_growth_abs,consumption_co2,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,share_global_cumulative_co2,co2_per_gdp,consumption_co2_per_gdp,co2_per_unit_energy,population,GDP,GDP growth,GDP per capita,GDP per capita growth,income per capita,income per capita growth,built_reactors,shutdown_reactors,operating_reactors,nuclear_warheads,accident_cost_MioUSD2013,accident_deaths,research_%GDP,representative_government,fundamental_rights,checks_on_gouvernment,impartial_administration,civil_society_participation
1994,CPV,0.0016730164705,0.0,0.0,0.0016214364705,0.0,5.158e-05,5.158e-05,0.0,0.0,0.0,0.0,5.158e-05,0.114,3.333,0.004,,0.302,,0.001,2.7510000000000003,0.0,0.11199999999999999,,,376000.0,406580652.330537,19.182641817248,1080.1623039171302,15.904230221885,923.025357668518,,0.0,0.0,0.0,0.0,0.0,0.0,,0.7652896160650628,0.6932090097257637,0.7757458455331038,0.6257810020094803,0.5602744981633357
1995,CPV,0.001639017728,0.0,0.0,0.001577145728,0.0,6.187199999999999e-05,6.187199999999999e-05,0.0,0.0,0.0,0.0,6.187199999999999e-05,0.121,6.452000000000001,0.006999999999999999,,0.313,,0.001,2.872,0.0,0.13,,,386000.0,487148993.533109,14.211636258635199,1261.1161568512,11.291328062265402,1038.01808386133,,0.0,0.0,0.0,0.0,0.0,0.0,,0.7872108334434017,0.6949479887165362,0.7793527006067186,0.6232402599967961,0.5602744981633357
1996,CPV,0.0018488333216,0.0,0.0,0.0017764533216,0.0,7.238e-05,7.238e-05,0.0,0.0,0.0,0.0,7.238e-05,0.14300000000000002,18.182000000000002,0.022000000000000002,,0.361,,0.001,3.015,0.0,0.126,,,396000.0,501979069.274683,11.3465247285346,1269.12057723296,8.742838039398151,1061.10572816788,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8030261198075624,0.7003401491733436,0.7777751855366087,0.6259188662258283,0.5602744981633357
1997,CPV,0.0018436724705,0.0,0.0,0.0017721814705,0.0,7.1491e-05,7.1491e-05,0.0,0.0,0.0,0.0,7.1491e-05,0.147,2.5639999999999996,0.004,,0.363,,0.001,3.161,0.0,0.134,,,404000.0,490608657.924976,11.1184260357133,1213.5998405106,8.71991571043263,995.347885443293,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8086223404335625,0.6987700285288146,0.7770953782606767,0.6276225770395791,0.5602744981633357
1998,CPV,0.0018537574705,0.0,0.0,0.0017721814705,0.0,8.1576e-05,8.1576e-05,0.0,0.0,0.0,0.0,8.1576e-05,0.158,7.5,0.011000000000000001,,0.381,,0.001,3.319,0.0,0.126,,,413000.0,521910560.52486795,12.5172856677105,1265.19478254039,10.265652527533598,1046.76587548351,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8075102840862606,0.6970101010819281,0.7753719985581605,0.6255287287483359,0.5602744981633357
1999,CPV,0.0018540114,0.0,0.0,0.0017722034,0.0,8.1808e-05,8.1808e-05,0.0,0.0,0.0,0.0,8.1808e-05,0.183,16.279,0.026000000000000002,,0.436,,0.001,3.502,0.0,0.125,,,420000.0,592416703.0588781,11.222648532162099,1408.9996077052301,9.122800311560649,1180.4734162528998,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8108815360833118,0.699395830779364,0.7698893593331552,0.6276431297621419,0.5602744981633357
2000,CPV,0.0046619805599999965,0.0,0.0,0.004580372559999998,0.0,8.1608e-05,8.1608e-05,0.0,0.0,0.0,0.0,8.1608e-05,0.21600000000000003,18.0,0.033,,0.505,,0.001,3.718,0.0,0.138,,,428000.0,539227277.6264111,14.2848688321225,1259.3236560258802,12.220103483057802,1037.43502140952,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8064695394591451,0.6990553755671668,0.7758772461058361,0.624481050164498,0.5643023211642715
2001,CPV,0.005189605858799993,0.0,0.0,0.005127607858799993,0.0,6.1998e-05,6.1998e-05,0.0,0.0,0.0,0.0,6.1998e-05,0.23399999999999999,8.475,0.018000000000000002,,0.5379999999999999,,0.001,3.9530000000000003,0.0,0.14300000000000002,,,436000.0,563024383.296626,2.23165449284959,1292.20278510801,0.46698065448332204,1080.25794800073,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8287381490415852,0.7007068620025946,0.7909333000742833,0.6262096835054501,0.5643023211642715
2002,CPV,0.005639845818000006,0.0,0.0,0.0055788078180000035,0.0,6.103800000000001e-05,6.103800000000001e-05,0.0,0.0,0.0,0.0,6.103800000000001e-05,0.275,17.188,0.04,,0.62,,0.001,4.227,0.0,0.159,,,443000.0,620974660.230303,5.2508912461355095,1401.90373253543,3.5300983042423906,1148.4712422283098,,0.0,0.0,0.0,0.0,0.0,0.0,,0.826111014671365,0.7079199905399725,0.7905985608042069,0.6247538159497537,0.5643023211642715
2003,CPV,0.005605692768000002,0.0,0.0,0.0055550677680000025,0.0,5.0625e-05,5.0625e-05,0.0,0.0,0.0,0.0,5.0625e-05,0.308,12.0,0.033,,0.684,,0.001,4.535,0.001,0.166,,,450000.0,813963830.179217,4.17625930175211,1809.08992549778,2.56034990769764,1486.81253172358,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8270343124279645,0.7076661721116358,0.7884747500766491,0.6266230341878511,0.5643023211642715
2004,CPV,0.006129894893000005,0.0,0.0,0.006069798893000005,0.0,6.0096e-05,6.0096e-05,0.0,0.0,0.0,0.0,6.0096e-05,0.33,7.143,0.022000000000000002,,0.722,,0.001,4.865,0.001,0.163,,0.326,457000.0,924318490.7598,10.197072609143301,2024.2752476578798,8.58327412039375,1662.13290632835,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8249842588868345,0.7058158728919258,0.7827827004716535,0.6250962638212557,0.5643023211642715
2005,CPV,0.009560642223000012,0.0,0.0,0.009500648223000013,0.0,5.9994e-05,5.9994e-05,0.0,0.0,0.0,0.0,5.9994e-05,0.44,33.333,0.11,,0.95,,0.002,5.305,0.001,0.21600000000000003,,0.391,463000.0,971977088.1569141,6.91245798811823,2099.15748405491,5.43125708193082,1654.08375453563,,0.0,0.0,0.0,0.0,0.0,0.0,,0.824875569103874,0.7457957902384219,0.7915334411630501,0.6266035175327753,0.5643023211642715
2006,CPV,0.010158815232999984,0.0,0.0,0.010089382232999985,0.0,6.9433e-05,6.9433e-05,0.0,0.0,0.0,0.0,6.9433e-05,0.473,7.5,0.033,,1.008,,0.002,5.777,0.001,0.218,,0.408,469000.0,1107891063.43863,7.98375044704545,2361.3851342554503,6.571033819290121,1830.2185054610898,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8404596244432151,0.7501820002915965,0.7911488026384041,0.6260094788229689,0.5643023211642715
2007,CPV,0.011321930725999995,0.0,0.0,0.011252742725999994,0.0,6.9188e-05,6.9188e-05,0.0,0.0,0.0,0.0,6.9188e-05,0.506,6.977,0.033,,1.064,,0.002,6.2829999999999995,0.001,0.20199999999999999,,0.43200000000000005,475000.0,1513933983.2239802,15.17068796854,3186.82689181153,13.7427518086135,2541.13797848489,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8432280107803984,0.750512704378639,0.7980189860886702,0.6249231755660101,0.5538348925521633
2008,CPV,0.011474206290899996,0.0,0.0,0.011415082290899995,0.0,5.9124e-05,5.9124e-05,0.0,0.0,0.0,0.0,5.9124e-05,0.469,-7.246,-0.037000000000000005,,0.975,,0.001,6.752000000000001,0.001,0.172,,,481000.0,1789333748.6799,6.65052052259701,3721.2509487106,5.36807574934164,2918.1529126837104,3.00557795689758,0.0,0.0,0.0,0.0,0.0,0.0,,0.845141681159219,0.7532908652207424,0.8049118742255686,0.6252001837958466,0.5538348925521633
2009,CPV,0.010868374958999996,0.0,0.0,0.010800054958999996,0.0,6.832e-05,6.832e-05,0.0,0.0,0.0,0.0,6.832e-05,0.524,11.719000000000001,0.055,,1.0759999999999998,,0.002,7.276,0.001,0.185,,,487000.0,1711817181.52969,-1.27042596756841,3517.4012454608696,-2.4529387678689,2733.28845507059,-1.4705301122414198,0.0,0.0,0.0,0.0,0.0,0.0,,0.8475444458242805,0.7510109394067213,0.7984832012905567,0.6310793634877013,0.5538348925521633
2010,CPV,0.0116360979897,0.0,0.0,0.0115970739897,0.0,3.9024e-05,3.9024e-05,0.0,0.0,0.0,0.0,3.9024e-05,0.557,6.294,0.033,,1.13,,0.002,7.832999999999999,0.001,0.185,,,493000.0,1664310769.55229,1.46679009706938,3378.2548595003495,0.23453418287653,2582.7781973332603,-2.2332336853757404,0.0,0.0,0.0,0.0,0.0,0.0,,0.8438895672825707,0.7545773488287851,0.7866111604178995,0.6263728146346044,0.5514574416957886
2011,CPV,0.013847206422199986,0.0,0.0,0.013604306422199987,0.0,0.0002429,0.0002429,0.0,0.0,0.0,0.0,0.0002429,0.616,10.526,0.059000000000000004,,1.234,,0.002,8.448,0.001,0.19,,,499000.0,1865915544.1244602,3.96888634471986,3740.38909850629,2.6762988382852204,2884.44059135815,2.5594895536847,0.0,0.0,0.0,0.0,0.0,0.0,0.07264,0.8648898157935249,0.7536516854736065,0.7898914721727828,0.6282452151920729,0.5514574416957886
2012,CPV,0.012423846472316705,0.0,0.0,0.011748210472316705,0.0,0.0006756360000000001,0.0006756360000000001,0.0,0.0,0.0,0.0,0.0006756360000000001,0.506,-17.857,-0.11,,1.001,,0.001,8.954,0.001,0.152,,,505000.0,1741809808.9644198,1.08191827877127,3447.5240412173,-0.19432259270492103,2624.3271552116103,-2.32878263160579,0.0,0.0,0.0,0.0,0.0,0.0,,0.8647667483877551,0.7530954125445076,0.7869871475074769,0.6303130368885855,0.5514574416957886
2013,CPV,0.012227006096800004,0.0,0.0,0.011435103096800004,0.0,0.000791903,0.000791903,0.0,0.0,0.0,0.0,0.000791903,0.498,-1.449,-0.006999999999999999,,0.973,,0.001,9.452,0.001,0.16699999999999998,,,512000.0,1850470042.43281,0.802797600574223,3615.97904131099,-0.48011629605564105,2772.11958037796,0.8961771635685949,0.0,0.0,0.0,0.0,0.0,0.0,,0.8663717432939911,0.7468507891903209,0.7908461847230844,0.6275359788310482,0.5385562812952125
2014,CPV,0.013187140562399998,0.0,0.0,0.012331240562399998,0.0,0.0008558999999999999,0.0008558999999999999,0.0,0.0,0.0,0.0,0.0008558999999999999,0.491,-1.4709999999999999,-0.006999999999999999,,0.948,,0.001,9.943,0.001,0.14300000000000002,,,518000.0,1859898513.26858,0.6112126662078771,3588.6740539538,-0.6547046813401071,2690.53894182201,-2.16783177185424,0.0,0.0,0.0,0.0,0.0,0.0,,0.8687951243106731,0.7448777581159783,0.7903037476286042,0.6269124900481616,0.5315601247542718
2015,CPV,0.013029163036,0.0,0.0,0.012237048036,0.0,0.000792115,0.000792115,0.0,0.0,0.0,0.0,0.000792115,0.495,0.746,0.004,,0.9420000000000001,,0.001,10.437999999999999,0.001,0.142,,,525000.0,1596800287.16405,1.0068637068455901,3043.01398430098,-0.23930524755326105,2304.3797256242,1.59727743593537,0.0,0.0,0.0,0.0,0.0,0.0,,0.8623239317160502,0.7326649675850206,0.8005356435161721,0.6145608038276816,0.5244678172820136
2016,CPV,0.0136081856,0.0,0.0,0.0128419296,0.0,0.0007662560000000001,0.0007662560000000001,0.0,0.0,0.0,0.0,0.0007662560000000001,0.542,9.63,0.048,,1.021,,0.002,10.98,0.001,0.151,,,531000.0,1662998677.88425,4.7057915092711795,3130.96338461412,3.4435562989262496,2386.69023313857,4.27463681536202,0.0,0.0,0.0,0.0,0.0,0.0,,0.8780027006972579,0.7282441145944963,0.7817897367967513,0.6160946285506015,0.5249214299611552
2017,CPV,0.01443723521458731,0.0,0.0,0.01374626021458731,0.0,0.000690975,0.000690975,0.0,0.0,0.0,0.0,0.000690975,0.605,11.508,0.062,,1.126,,0.002,11.585,0.001,,,,537000.0,1769787215.42141,3.70203918776542,3292.6457550859004,2.47670834706955,2527.98240921112,3.1879290455735805,0.0,0.0,0.0,0.0,0.0,0.0,,0.8327388060190194,0.7295347737483625,0.7798233376369669,0.6159829104684182,0.508874676544808
2018,CPV,0.01460959438913929,0.0,0.0,0.013799338389139292,0.0,0.0008102560000000001,0.0008102560000000001,0.0,0.0,0.0,0.0,0.0008102560000000001,0.628,3.895,0.024,,1.155,,0.002,12.213,0.001,,,,544000.0,1966983316.32593,4.5311616843488896,3617.32748829173,3.32584693784742,2827.9930617679997,5.23941520107533,0.0,0.0,0.0,0.0,0.0,0.0,,0.8148325679427202,0.6970216618245604,0.7807808764939752,0.5908217966133096,0.508874676544808
1980,CRI,0.05513405386845576,0.0,0.0,0.033340029868455766,0.0,0.021794024,0.021794024,0.0,0.0,0.0,0.0,0.021794024,2.448,-11.957,-0.33299999999999996,,1.024,,0.013000000000000001,35.004,0.009000000000000001,0.133,,0.16699999999999998,2390000.0,4831447001.166861,0.751895402995075,2021.54539611338,-1.9255592891339401,1675.69336705019,-1.7748025237678602,0.0,0.0,0.0,0.0,0.0,0.0,,0.8752456376771851,0.7200480663751668,0.7994532710961827,0.6908497071332872,0.7328337542241457
1981,CRI,0.05688316989067309,0.0,0.0,0.03324893689067309,0.0,0.023634233,0.023634233,0.0,0.0,0.0,0.0,0.023634233,2.2359999999999998,-8.669,-0.212,,0.9109999999999999,,0.012,37.24,0.009000000000000001,0.12300000000000001,,0.163,2456000.0,2623807074.2948,-2.26165550695492,1068.5046002402698,-4.873132074087991,796.710214255437,-20.143142819774198,0.0,0.0,0.0,0.0,0.0,0.0,,0.8790738606381675,0.7179786571332979,0.8000451887214487,0.6883448149847234,0.7328337542241457
1982,CRI,0.0554981423309803,0.0,0.0,0.0311708783309803,0.0,0.024327264,0.024692348,0.0,0.0,0.0,0.0,0.024692348,2.0709999999999997,-7.405,-0.166,,0.821,,0.011000000000000001,39.31,0.01,0.121,,0.155,2523000.0,2606621255.01581,-7.28556884703492,1032.9986418932199,-9.775463701863801,702.10986265461,-14.239901201193,0.0,0.0,0.0,0.0,0.0,0.0,,0.9090855488666556,0.7205325820445628,0.7976209654253298,0.6865883142544921,0.7328337542241457
1983,CRI,0.061102716890673085,0.0,0.0,0.03324893689067309,0.0,0.02785378,0.029508600000000006,0.0,0.0,0.0,0.0,0.029508600000000006,2.089,0.879,0.018000000000000002,,0.8059999999999999,,0.011000000000000001,41.398999999999994,0.01,0.12,,0.158,2593000.0,3146770103.81027,2.8629927023997404,1213.5541198333501,0.0993991899681248,960.0327692578729,16.8760392718598,0.0,0.0,0.0,0.0,0.0,0.0,,0.9103959292431326,0.7177788112009045,0.8017162032272809,0.68887709016389,0.7328337542241457
1984,CRI,0.058768594133098526,0.0,0.0,0.02917252613309852,0.0,0.029596068,0.03110076,0.0,0.0,0.0,0.0,0.03110076,1.9809999999999999,-5.164,-0.10800000000000001,,0.7440000000000001,,0.01,43.38,0.01,0.106,,0.138,2664000.0,3660476458.87179,8.024107907349219,1373.93771424982,5.1370971145864095,1145.4077781072,11.2555434390943,0.0,0.0,0.0,0.0,0.0,0.0,,0.911604569512686,0.7200898091261606,0.800233366901348,0.6843192456408044,0.7328337542241457
1985,CRI,0.0596883733309803,0.0,0.0,0.0311708783309803,0.0,0.028517495,0.028718803,0.0,0.0,0.0,0.0,0.028718803,2.242,13.200999999999999,0.262,,0.8190000000000001,,0.011000000000000001,45.623000000000005,0.01,0.11699999999999999,,0.152,2737000.0,3919203960.39604,0.721601729373518,1432.0849107966199,-1.94627424287367,1216.92938413602,1.2927044823169098,0.0,0.0,0.0,0.0,0.0,0.0,,0.910578228154446,0.7218900253695387,0.7992806239768705,0.6835350664981811,0.7328337542241457
1986,CRI,0.0582547505,0.0,0.0,0.0280537905,0.0,0.03020096,0.029938236,0.0,0.0,0.0,0.0,0.029938236,2.5780000000000003,14.943,0.335,,0.917,,0.013000000000000001,48.2,0.01,0.121,,0.16699999999999998,2810000.0,4418983870.96774,5.53625084316171,1572.4567033614,2.7748941612468796,1355.72034192934,9.98780151280403,0.0,0.0,0.0,0.0,0.0,0.0,,0.9139361418790076,0.7286285321578164,0.8015151824533182,0.6857965847282718,0.7472848198330191
1987,CRI,0.06445323,0.0,0.0,0.032887084,0.0,0.031566146,0.030986106,0.0,0.0,0.0,0.0,0.030986106,2.7239999999999998,5.6770000000000005,0.146,,0.9440000000000001,,0.013000000000000001,50.924,0.01,0.129,,0.165,2885000.0,4532952047.15628,4.76453327910289,1571.29503296922,2.0550772054891797,1339.2085373653501,-5.11852362239183,0.0,0.0,0.0,0.0,0.0,0.0,,0.915268066635115,0.7263850897108539,0.8103970282793037,0.6844866903641372,0.7472848198330191
1988,CRI,0.06971963099999999,0.0,0.0,0.037872399,0.0,0.031847232,0.03117848,0.0,0.0,0.0,0.0,0.03117848,2.906,6.684,0.182,,0.981,,0.013000000000000001,53.83,0.01,0.134,,0.172,2961000.0,4614629898.40348,3.43214737990259,1558.50744762994,0.7745656181081421,1318.4732626534599,-0.367816097363914,0.0,0.0,0.0,0.0,0.0,0.0,,0.9124031508203952,0.7365121129137809,0.8130044507065372,0.682486255683599,0.7472848198330191
1989,CRI,0.0758769365,0.0,0.0,0.0410990365,0.0,0.0347779,0.034289984,0.0,0.0,0.0,0.0,0.034289984,2.9330000000000003,0.9440000000000001,0.027000000000000003,,0.965,,0.013000000000000001,56.763000000000005,0.01,0.126,,0.156,3039000.0,5251025767.476271,5.6659755487237895,1727.87209777525,2.95100788167315,1460.12826470471,0.296095667476621,0.0,0.0,0.0,0.0,0.0,0.0,,0.9104286250784994,0.8138728185518384,0.8122200903385614,0.6880083044732499,0.7472848198330191
1990,CRI,0.0743213105,0.0,0.0,0.0389392585,0.0,0.035382052000000004,0.034825896,0.0,0.0,0.0,0.0,0.034825896,2.912,-0.728,-0.021,4.912,0.934,1.575,0.013000000000000001,59.675,0.01,0.121,0.204,0.14800000000000002,3119000.0,5711687786.75989,3.5530633647958303,1831.00191180894,0.8834316221692691,1599.0998919585097,2.09914950743976,0.0,0.0,0.0,0.0,0.0,0.0,,0.9276081740815248,0.8513173379311709,0.8304659366690161,0.6964425778272828,0.8206538977718567
1991,CRI,0.0793297685,0.0,0.0,0.041389284500000005,0.0,0.037940484,0.037872244,0.0,0.0,0.0,0.0,0.037872244,3.287,12.887,0.375,5.25,1.0270000000000001,1.64,0.015,62.963,0.01,0.133,0.213,0.157,3202000.0,7168999670.01552,2.2656549896031803,2238.8536438025603,-0.37401913403833503,2000.55102526047,-1.0842253240161701,0.0,0.0,0.0,0.0,0.0,0.0,,0.9268758825640496,0.8496934459707115,0.8272135659106233,0.7404356233756724,0.8206538977718567
1992,CRI,0.0936901751856,0.0,0.0,0.0522791111856,0.0,0.041411064,0.04157484,0.0,0.0,0.0,0.0,0.04157484,3.741,13.809000000000001,0.45399999999999996,5.539,1.138,1.685,0.017,66.704,0.011000000000000001,0.14,0.207,0.139,3287000.0,8528593420.53123,9.196560980093539,2595.02252246487,6.391158418613861,2332.98846472698,7.987127394944411,0.0,0.0,0.0,0.0,0.0,0.0,,0.92824452871784,0.8514084415599715,0.8299650444274609,0.7377857322112047,0.8206538977718567
1993,CRI,0.101925871,0.0,0.0,0.056625151,0.0,0.04530072,0.045235892,0.0,0.0,0.0,0.0,0.045235892,3.891,4.003,0.15,5.814,1.1540000000000001,1.724,0.018000000000000002,70.595,0.011000000000000001,0.13699999999999998,0.204,0.141,3372000.0,9537297723.10523,7.08751724952918,2828.13017209785,4.36363191833064,2557.65797186596,5.254755412903309,0.0,0.0,0.0,0.0,0.0,0.0,,0.9275460775355104,0.8506996789929387,0.8268202333529899,0.7406044693732172,0.8206538977718567
1994,CRI,0.1032578438700322,1.1044950287685477e-07,0.0,0.0581419085,0.0,0.045115824920529325,0.0451325,0.0,0.0,0.0,0.0,0.0451325,5.2,33.65,1.3090000000000002,7.099,1.5030000000000001,2.052,0.023,75.795,0.011000000000000001,0.172,0.235,0.192,3459000.0,10432619325.4203,4.48726699490622,3016.22434769068,1.87311721591389,2767.4887693485102,4.60105858487383,0.0,0.0,0.0,0.0,0.0,0.0,,0.926395544141462,0.8471635278451976,0.830464512084361,0.7383707229565755,0.8206538977718567
1995,CRI,0.10496706544057884,1.7360157414001392e-07,0.0,0.0641306825,0.0,0.04083620933900469,0.041278936,0.0,0.0,0.0,0.0,0.041278936,4.802,-7.662000000000001,-0.39799999999999996,6.917999999999999,1.354,1.9509999999999998,0.021,80.597,0.012,0.153,0.221,0.17300000000000001,3546000.0,11513472785.7262,4.12149639551222,3247.3169868703003,1.5753824004156203,2956.08570107146,0.6372794390429699,0.0,0.0,0.0,0.0,0.0,0.0,,0.9278010745593436,0.8539842463960412,0.8395861062574926,0.7424266625663382,0.8206538977718567
1996,CRI,0.1059597048752898,1.419866133921306e-07,0.0,0.0609323022,0.0,0.04502726068867642,0.04457574,0.0,0.0,0.0,0.0,0.04457574,4.687,-2.398,-0.115,6.754,1.29,1.86,0.02,85.28399999999999,0.012,0.152,0.21899999999999997,0.16899999999999998,3632000.0,11618286652.063,1.2378163580848,3198.5486722036403,-1.18217292677716,2929.3144571621197,-1.9390304126300901,0.0,0.0,0.0,0.0,0.0,0.0,0.30377,0.9272396429765848,0.8522780274830564,0.8325378691637897,0.7411737238623843,0.8206538977718567
1997,CRI,0.11897839695441588,1.1037165264424734e-07,0.0,0.064293582,0.0,0.054684704582763234,0.055109348,0.0,0.0,0.0,0.0,0.055109348,4.917,4.906000000000001,0.23,7.499,1.3219999999999998,2.016,0.021,90.2,0.012,0.152,0.23199999999999998,0.175,3719000.0,12552071487.9622,5.564945546573809,3375.1663408027803,3.10711352466622,3095.5242834338396,5.365002296152309,0.0,0.0,0.0,0.0,0.0,0.0,0.29716,0.9294334662811105,0.8636250826396752,0.827149503226759,0.742399647274883,0.8206538977718567
1998,CRI,0.12206063059336796,1.337466060495913e-07,0.0,0.0720289264425,0.0,0.050031570404261885,0.049995891,0.0,0.0,0.0,0.0,0.049995891,5.235,6.484,0.319,8.863,1.376,2.33,0.022000000000000002,95.436,0.013000000000000001,0.146,0.248,0.187,3804000.0,13617405297.2511,6.96170025481892,3579.86588383174,4.57332412896561,3271.49190337786,5.19535662894445,0.0,0.0,0.0,0.0,0.0,0.0,0.26655999999999996,0.9268519533771952,0.8645417336315767,0.8426143580950961,0.7379077650604982,0.8206538977718567
1999,CRI,0.14016735074945327,4.020585555710276e-08,0.0,0.079310558,0.0,0.06085675254359772,0.061284418,0.0,0.0,0.0,0.0,0.061284418,5.439,3.888,0.204,12.934000000000001,1.4,3.3289999999999997,0.023,100.875,0.013000000000000001,0.149,0.353,0.17600000000000002,3885000.0,14195623342.9011,3.9433535874327004,3653.5527194933793,1.76190832099373,3266.3257667808502,-2.42656355827522,0.0,0.0,0.0,0.0,0.0,0.0,0.36913,0.9279852273497766,0.8666686870378913,0.8404604936740003,0.7298614337804226,0.8206538977718567
2000,CRI,0.14527047013709488,2.2369076000860808e-08,0.0,0.0775900682437841,0.0,0.06768037952423478,0.069295393,0.0,0.0,0.0,0.0,0.069295393,5.394,-0.8190000000000001,-0.045,10.04,1.3619999999999999,2.5340000000000003,0.022000000000000002,106.26899999999999,0.013000000000000001,0.146,0.272,0.16,3962000.0,14949514493.331999,3.83316666121128,3772.87001153149,1.8169169226085,3347.3962460441103,0.0889243019700672,0.0,0.0,0.0,0.0,0.0,0.0,0.41311000000000003,0.9287154217286668,0.8730805468515118,0.8544503417135896,0.7308123771884,0.8528562448927944
2001,CRI,0.14788796710757554,8.800550070560887e-08,0.0,0.07785345285927793,0.0,0.0700344262427969,0.070099072,0.0,0.0,0.0,0.0,0.070099072,5.666,5.032,0.271,12.179,1.405,3.0189999999999997,0.023,111.935,0.013000000000000001,0.151,0.324,0.16699999999999998,4034000.0,15913363440.5692,3.4904695217389703,3944.7376127877706,1.65102045718344,3500.0963595449202,1.63477561700817,0.0,0.0,0.0,0.0,0.0,0.0,,0.9290169766165336,0.8690956279315393,0.8509319488246316,0.7268771934003142,0.8528562448927944
2002,CRI,0.15395555384214749,8.610502108451348e-08,0.0,0.08037804418203218,0.0,0.07357742355509424,0.075343988,0.0,0.0,0.0,0.0,0.075343988,6.226,9.892999999999999,0.561,17.924,1.518,4.371,0.024,118.162,0.013999999999999999,0.163,0.46799999999999997,0.174,4101000.0,16504795592.7964,3.2917531622217204,4024.6518999485206,1.60794841313519,3568.85061726211,0.0270903099334845,0.0,0.0,0.0,0.0,0.0,0.0,,0.9277994793019116,0.8812793906322286,0.8523856560398305,0.7229377485844833,0.8206538977718567
2003,CRI,0.15708964620580868,8.420454146341815e-08,0.0,0.08324591278923599,0.0,0.07384364921203121,0.073572745,0.0,0.0,0.0,0.0,0.073572745,6.529,4.853,0.302,12.449000000000002,1.568,2.99,0.024,124.69,0.013999999999999999,0.16699999999999998,0.318,0.17,4164000.0,17196009811.1172,4.25547683953901,4129.63279072511,2.67493986224154,3661.66403998206,1.3450724928122801,0.0,0.0,0.0,0.0,0.0,0.0,0.36349000000000004,0.9289466982857808,0.8782097384439289,0.8527899859804768,0.7243316662713486,0.8206538977718567
2004,CRI,0.16197051520627068,1.4222638649436203e-07,0.0,0.08205640377292214,0.0,0.07991396920696205,0.0808316914,0.0,0.0,0.0,0.0,0.0808316914,6.797999999999999,4.127,0.26899999999999996,12.802999999999999,1.609,3.03,0.024,131.488,0.013999999999999999,0.166,0.312,0.15,4225000.0,18528955524.6272,4.33657481056198,4385.3907193055,2.8277133855787597,3902.29895272252,1.35572220767625,0.0,0.0,0.0,0.0,0.0,0.0,0.37451999999999996,0.9286907247666442,0.8764060783105453,0.8513436052464783,0.7245724963156587,0.8206538977718567
2005,CRI,0.16834829634787046,1.4035498667206785e-07,0.0,0.08848154513483601,0.0,0.07986661085804778,0.0817431375,0.0,0.0,0.0,0.0,0.0817431375,6.687,-1.631,-0.111,13.64,1.56,3.182,0.023,138.175,0.015,0.157,0.32,0.147,4286000.0,19948261084.3726,3.8708733258421297,4654.824822009799,2.40819856974714,4160.293533145061,1.5970863768991297,0.0,0.0,0.0,0.0,0.0,0.0,,0.9295928875508352,0.8519884190463598,0.8529577844172438,0.6802320994162818,0.8206538977718567
2006,CRI,0.17568179436002382,5.8042635113344726e-08,0.0,0.09518452289868412,0.0,0.08049721341870457,0.0829162355,0.0,0.0,0.0,0.0,0.0829162355,6.965,4.159,0.278,11.412,1.6030000000000002,2.6260000000000003,0.023,145.141,0.015,0.156,0.256,0.142,4345000.0,22602721765.2812,7.2377327451858,5201.51409470061,5.759250942133749,4683.152294929961,5.44750275546319,0.0,0.0,0.0,0.0,0.0,0.0,0.42906000000000005,0.9321470564801918,0.8509331169261929,0.8499129120963274,0.6657389113043723,0.8528562448927944
2007,CRI,0.18564328728387755,4.605339518932778e-08,0.0,0.1035214015152199,0.0,0.08212183971526246,0.0853243195,0.0,0.0,0.0,0.0,0.0853243195,7.892,13.3,0.9259999999999999,12.901,1.7919999999999998,2.929,0.026000000000000002,153.032,0.015,0.16699999999999998,0.272,0.149,4405000.0,26743972564.1217,8.16789615043734,6071.78916451552,6.7136825055065,5501.093258976489,6.36458979576311,0.0,0.0,0.0,0.0,0.0,0.0,0.35841999999999996,0.9324260030886992,0.8544597594598169,0.8635912429635332,0.6665406154218996,0.8528562448927944
