year,country,prod_electric,prod_electric_nuclear,prod_electric_fossil,prod_electric_renewable
1980,AFG,0.942,0.0,0.231,0.711
1981,AFG,0.992,0.0,0.271,0.721
1982,AFG,0.952,0.0,0.245,0.707
1983,AFG,1.0,0.0,0.254,0.746
1984,AFG,1.019,0.0,0.262,0.757
1985,AFG,1.034,0.0,0.264,0.77
1986,AFG,1.135,0.0,0.422,0.713
1987,AFG,1.218,0.0,0.462,0.756
1988,AFG,1.08,0.0,0.336,0.744
1989,AFG,1.089,0.0,0.339,0.75
1990,AFG,1.098,0.0,0.342,0.756
1991,AFG,0.989,0.0,0.306,0.683
1992,AFG,0.685,0.0,0.212,0.473
1993,AFG,0.677,0.0,0.207,0.47
1994,AFG,0.669,0.0,0.202,0.467
1995,AFG,0.608,0.0,0.196,0.412
1996,AFG,0.549,0.0,0.188,0.361
1997,AFG,0.499,0.0,0.177,0.322
1998,AFG,0.46,0.0,0.16,0.3
1999,AFG,0.455,0.0,0.155,0.3
2000,AFG,0.467,0.0,0.155,0.312
2001,AFG,0.592,0.0,0.094,0.498
2002,AFG,0.687,0.0,0.132,0.555
2003,AFG,0.939,0.0,0.309,0.63
2004,AFG,0.894,0.0,0.329,0.565
2005,AFG,0.934,0.0,0.344,0.59
2006,AFG,0.837,0.0,0.2,0.637
2007,AFG,0.946,0.0,0.198,0.748
2008,AFG,0.72801,0.0,0.186,0.54201
2009,AFG,0.9381,0.0,0.162,0.7761
2010,AFG,0.9363,0.0,0.185,0.7513
2011,AFG,0.8473,0.0,0.252,0.5953
2012,AFG,0.912,0.0,0.174,0.738
2013,AFG,1.103,0.0,0.218,0.885
2014,AFG,1.154,0.0,0.154,1.0
2015,AFG,1.178,0.0,0.144,1.034
2016,AFG,1.21,0.0,0.15,1.06
2017,AFG,1.256,0.0,0.168,1.088
2018,AFG,1.115,0.0,0.15,0.965
1980,ALB,3.635,0.0,0.716,2.919
1981,ALB,3.673,0.0,0.655,3.018
1982,ALB,3.692,0.0,0.599,3.093
1983,ALB,3.71,0.0,0.543,3.167
1984,ALB,3.737,0.0,0.496,3.241
1985,ALB,3.783,0.0,0.468,3.315
1986,ALB,3.814,0.0,0.449,3.365
1987,ALB,4.236,0.0,0.257,3.979
1988,ALB,3.93,0.0,0.217,3.713
1989,ALB,4.081,0.0,0.235,3.846
1990,ALB,3.141,0.0,0.321,2.82
1991,ALB,3.641,0.0,0.158,3.483
1992,ALB,3.31,0.0,0.123,3.187
1993,ALB,3.441,0.0,0.16,3.281
1994,ALB,3.858,0.0,0.125,3.733
1995,ALB,4.359,0.0,0.197,4.162
1996,ALB,5.857,0.0,0.188,5.669
1997,ALB,5.125,0.0,0.147,4.978
1998,ALB,5.01,0.0,0.138,4.872
1999,ALB,5.337,0.0,0.106,5.231
2000,ALB,4.68336,0.0,0.13536,4.548
2001,ALB,3.64778,0.0,0.12878,3.519
2002,ALB,3.64056,0.0,0.16356,3.477
2003,ALB,5.21758,0.0,0.10058,5.117
2004,ALB,5.5426,0.0,0.1316,5.411
2005,ALB,5.3848,0.0,0.0658,5.319
2006,ALB,5.03842,0.0,0.08742,4.951
2007,ALB,2.82768,0.0,0.06768,2.76
2008,ALB,3.759,0.0,0.0,3.759
2009,ALB,5.201,0.0,0.0,5.201
2010,ALB,7.49277,0.0,0.00094,7.49183
2011,ALB,4.14694,0.0,0.05546,4.09148
2012,ALB,4.67865,0.0,0.0,4.67865
2013,ALB,6.89041,0.0,0.0,6.89041
2014,ALB,4.67776,0.0,0.0,4.67776
2015,ALB,5.83705,0.0,0.0,5.83705
2016,ALB,7.70618,0.0,0.0,7.70618
2017,ALB,4.48075,0.0,0.0,4.48075
2018,ALB,8.46748,0.0,0.0,8.46748
1980,DZA,6.683,0.0,6.435,0.248
1981,DZA,7.65,0.0,7.288,0.362
1982,DZA,8.824,0.0,8.35,0.474
1983,DZA,9.615,0.0,9.382,0.233
1984,DZA,10.537,0.0,10.021,0.516
1985,DZA,11.569,0.0,10.93,0.639
1986,DZA,12.214,0.0,11.967,0.247
1987,DZA,13.014,0.0,12.523,0.491
1988,DZA,14.08,0.0,13.899,0.181
1989,DZA,14.449,0.0,14.186,0.263
1990,DZA,15.145,0.0,15.011,0.134
1991,DZA,16.319,0.0,16.029,0.29
1992,DZA,17.199,0.0,17.002,0.197
1993,DZA,18.267,0.0,17.918,0.349
1994,DZA,18.703,0.0,18.539,0.164
1995,DZA,18.09,0.0,17.899,0.191
1996,DZA,19.124,0.0,18.99,0.134
1997,DZA,19.739,0.0,19.665,0.074
1998,DZA,21.448,0.0,21.235,0.213
1999,DZA,23.282,0.0,23.081,0.201
2000,DZA,23.88952,0.0,23.83652,0.053
2001,DZA,25.03064,0.0,24.96264,0.068
2002,DZA,25.99154,0.0,25.93554,0.056
2003,DZA,27.80964,0.0,27.54764,0.262
2004,DZA,29.38706,0.0,29.13906,0.248
2005,DZA,31.9074,0.0,31.3584,0.549
2006,DZA,33.12352,0.0,32.90752,0.216
2007,DZA,34.9758,0.0,34.7518,0.224
2008,DZA,37.83582,0.0,37.55582,0.28
2009,DZA,36.206,0.0,35.903,0.303
2010,DZA,42.9985,0.0,42.8264,0.1721
2011,DZA,48.17578,0.0,47.67868,0.4971
2012,DZA,53.9846,0.0,53.3685,0.6161
2013,DZA,56.3135,0.0,55.9864,0.3271
2014,DZA,60.40082,0.0,60.14872,0.2521
2015,DZA,64.68244,0.0,64.46144,0.221
2016,DZA,66.75504,0.0,66.42322,0.33182
2017,DZA,71.49546,0.0,70.86002,0.63544
2018,DZA,72.05703,0.0,71.3272,0.72983
1980,ASM,0.07,0.0,0.07,0.0
1981,ASM,0.067,0.0,0.067,0.0
1982,ASM,0.067,0.0,0.067,0.0
1983,ASM,0.071,0.0,0.071,0.0
1984,ASM,0.069,0.0,0.069,0.0
1985,ASM,0.083,0.0,0.083,0.0
1986,ASM,0.075,0.0,0.075,0.0
1987,ASM,0.081,0.0,0.081,0.0
1988,ASM,0.091,0.0,0.091,0.0
1989,ASM,0.09,0.0,0.09,0.0
1990,ASM,0.094,0.0,0.094,0.0
1991,ASM,0.102,0.0,0.102,0.0
1992,ASM,0.102,0.0,0.102,0.0
1993,ASM,0.115,0.0,0.115,0.0
1994,ASM,0.122,0.0,0.122,0.0
1995,ASM,0.129,0.0,0.129,0.0
1996,ASM,0.134,0.0,0.134,0.0
1997,ASM,0.141,0.0,0.141,0.0
1998,ASM,0.147,0.0,0.147,0.0
1999,ASM,0.152,0.0,0.152,0.0
2000,ASM,0.159,0.0,0.159,0.0
2001,ASM,0.161,0.0,0.161,0.0
2002,ASM,0.168,0.0,0.168,0.0
2003,ASM,0.177,0.0,0.177,0.0
2004,ASM,0.177,0.0,0.177,0.0
2005,ASM,0.178,0.0,0.178,0.0
2006,ASM,0.181,0.0,0.181,0.0
2007,ASM,0.184,0.0,0.184,0.0
2008,ASM,0.187,0.0,0.187,0.0
2009,ASM,0.178,0.0,0.178,0.0
2010,ASM,0.159,0.0,0.159,0.0
2011,ASM,0.155,0.0,0.155,0.0
2012,ASM,0.157,0.0,0.157,0.0
2013,ASM,0.156,0.0,0.156,0.0
2014,ASM,0.156,0.0,0.156,0.0
2015,ASM,0.163,0.0,0.163,0.0
2016,ASM,0.17,0.0,0.17,0.0
2017,ASM,0.167,0.0,0.167,0.0
2018,ASM,0.163,0.0,0.163,0.0
1980,AGO,0.905,0.0,0.375,0.53
1981,AGO,0.906,0.0,0.376,0.53
1982,AGO,0.995,0.0,0.395,0.6
1983,AGO,1.028,0.0,0.428,0.6
1984,AGO,1.028,0.0,0.428,0.6
1985,AGO,1.028,0.0,0.428,0.6
1986,AGO,1.088,0.0,0.428,0.66
1987,AGO,1.097,0.0,0.437,0.66
1988,AGO,1.097,0.0,0.437,0.66
1989,AGO,1.104,0.0,0.437,0.667
1990,AGO,1.169,0.0,0.451,0.718
1991,AGO,1.166,0.0,0.451,0.715
1992,AGO,1.283,0.0,0.451,0.832
1993,AGO,1.332,0.0,0.451,0.881
1994,AGO,1.342,0.0,0.456,0.886
1995,AGO,1.347,0.0,0.456,0.891
1996,AGO,1.377,0.0,0.461,0.916
1997,AGO,1.331,0.0,0.465,0.866
1998,AGO,1.52,0.0,0.471,1.049
1999,AGO,1.3,0.0,0.415,0.885
2000,AGO,1.40402,0.0,0.50102,0.903
2001,AGO,1.59074,0.0,0.58374,1.007
2002,AGO,1.71668,0.0,0.58468,1.132
2003,AGO,1.93776,0.0,0.70876,1.229
2004,AGO,2.18608,0.0,0.45308,1.733
2005,AGO,2.72998,0.0,0.53298,2.197
2006,AGO,3.24054,0.0,0.60254,2.638
2007,AGO,3.1488,0.0,0.6768,2.472
2008,AGO,4.06368,0.0,0.96068,3.103
2009,AGO,4.60554,0.0,1.54254,3.063
2010,AGO,5.31724,0.0,1.64124,3.676
2011,AGO,5.52336,0.0,1.54536,3.978
2012,AGO,6.03408,0.0,2.28608,3.748
2013,AGO,7.97606,0.0,3.24206,4.734
2014,AGO,9.21666,0.0,4.17266,5.044
2015,AGO,9.30914,0.0,4.21214,5.097
2016,AGO,10.203511,0.0,4.27324,5.930271
2017,AGO,10.67604,0.0,2.88204,7.794
2018,AGO,11.6856,0.0,2.82094,8.86466
1980,ATA,0.0,0.0,0.0,0.0
1981,ATA,0.0,0.0,0.0,0.0
1982,ATA,0.0,0.0,0.0,0.0
1983,ATA,0.0,0.0,0.0,0.0
1984,ATA,0.0,0.0,0.0,0.0
1985,ATA,0.0,0.0,0.0,0.0
1986,ATA,0.0,0.0,0.0,0.0
1987,ATA,0.0,0.0,0.0,0.0
1988,ATA,0.0,0.0,0.0,0.0
1989,ATA,0.0,0.0,0.0,0.0
1990,ATA,0.0,0.0,0.0,0.0
1991,ATA,0.0,0.0,0.0,0.0
1992,ATA,0.0,0.0,0.0,0.0
1993,ATA,0.0,0.0,0.0,0.0
1994,ATA,0.0,0.0,0.0,0.0
1995,ATA,0.0,0.0,0.0,0.0
1996,ATA,0.0,0.0,0.0,0.0
1997,ATA,0.0,0.0,0.0,0.0
1998,ATA,0.0,0.0,0.0,0.0
1999,ATA,0.0,0.0,0.0,0.0
2000,ATA,0.0,0.0,0.0,0.0
2001,ATA,0.0,0.0,0.0,0.0
2002,ATA,0.0,0.0,0.0,0.0
2003,ATA,0.0,0.0,0.0,0.0
2004,ATA,0.0,0.0,0.0,0.0
2005,ATA,0.002,0.0,0.0,0.002
2006,ATA,0.002,0.0,0.0,0.002
2007,ATA,0.002,0.0,0.0,0.002
2008,ATA,0.002,0.0,0.0,0.002
2009,ATA,0.004,0.0,0.0,0.004
2010,ATA,0.004,0.0,0.0,0.004
2011,ATA,0.004,0.0,0.0,0.004
2012,ATA,0.0005,0.0,0.0,0.0005
2013,ATA,0.0005,0.0,0.0,0.0005
2014,ATA,0.0005,0.0,0.0,0.0005
2015,ATA,0.001,0.0,0.0,0.001
2016,ATA,0.001,0.0,0.0,0.001
2017,ATA,0.0,0.0,0.0,0.0
2018,ATA,0.0,0.0,0.0,0.0
1980,ATG,0.056,0.0,0.056,0.0
1981,ATG,0.059,0.0,0.059,0.0
1982,ATG,0.062,0.0,0.062,0.0
1983,ATG,0.068,0.0,0.068,0.0
1984,ATG,0.071,0.0,0.071,0.0
1985,ATG,0.072,0.0,0.072,0.0
1986,ATG,0.081,0.0,0.081,0.0
1987,ATG,0.085,0.0,0.085,0.0
1988,ATG,0.086,0.0,0.086,0.0
1989,ATG,0.088,0.0,0.088,0.0
1990,ATG,0.089,0.0,0.089,0.0
1991,ATG,0.089,0.0,0.089,0.0
1992,ATG,0.089,0.0,0.089,0.0
1993,ATG,0.089,0.0,0.089,0.0
1994,ATG,0.091,0.0,0.091,0.0
1995,ATG,0.092,0.0,0.092,0.0
1996,ATG,0.092,0.0,0.092,0.0
1997,ATG,0.093,0.0,0.093,0.0
1998,ATG,0.095,0.0,0.095,0.0
1999,ATG,0.095,0.0,0.095,0.0
2000,ATG,0.141,0.0,0.141,0.0
2001,ATG,0.161,0.0,0.161,0.0
2002,ATG,0.18,0.0,0.18,0.0
2003,ATG,0.198,0.0,0.198,0.0
2004,ATG,0.208,0.0,0.208,0.0
2005,ATG,0.228,0.0,0.228,0.0
2006,ATG,0.243,0.0,0.243,0.0
2007,ATG,0.263,0.0,0.263,0.0
2008,ATG,0.271,0.0,0.271,0.0
2009,ATG,0.308,0.0,0.308,0.0
2010,ATG,0.3192,0.0,0.319,0.0002
2011,ATG,0.3185,0.0,0.318,0.0005
2012,ATG,0.3105,0.0,0.31,0.0005
2013,ATG,0.3106,0.0,0.31,0.0006
2014,ATG,0.3166,0.0,0.316,0.0006
2015,ATG,0.325355,0.0,0.32,0.005355
2016,ATG,0.328512,0.0,0.323,0.005512
2017,ATG,0.329142,0.0,0.323,0.006142
2018,ATG,0.338073,0.0,0.325,0.013073
1980,ARG,41.858,2.223,22.222,17.413
1981,ARG,40.495,2.675,21.338,16.482
1982,ARG,41.086,1.776,20.423,18.887
1983,ARG,41.641,3.23,19.904,18.507
1984,ARG,44.023,4.292,19.175,20.556
1985,ARG,43.693,5.434,17.719,20.54
1986,ARG,47.192,5.383,20.922,20.887
1987,ARG,50.178,6.141,22.364,21.673
1988,ARG,49.243,4.845,29.585,14.813
1989,ARG,48.01,4.787,30.522,12.701
1990,ARG,45.561,7.03,20.91,17.621000000000002
1991,ARG,48.721,7.695,25.022,16.003999999999998
1992,ARG,53.439,6.745,27.555,19.139
1993,ARG,58.909,7.315,28.061,23.533
1994,ARG,60.305,7.823,25.479,27.003
1995,ARG,64.671,7.07,31.02,26.581
1996,ARG,66.74,6.92,36.825,22.995
1997,ARG,69.55,7.45,34.01,28.09
1998,ARG,71.231,7.125,37.536,26.57
1999,ARG,76.942,6.745,48.629,21.568
2000,ARG,85.19606,5.985,50.05406,29.157
2001,ARG,86.4854,6.541,42.6384,37.306000000000004
2002,ARG,81.13054,5.39,39.33054,36.410000000000004
2003,ARG,88.1269,7.03,46.5629,34.534
2004,ARG,95.63371,7.313,56.96964,31.35107
2005,ARG,100.69202,6.37,59.45594,34.86608
2006,ARG,111.27409,7.153,63.818,40.303090000000005
2007,ARG,110.6431,6.722,71.263,32.6581
2008,ARG,114.54182,6.85,76.17572,31.5161
2009,ARG,116.0151,7.59,73.782,34.6431
2010,ARG,119.40557,6.691,78.725,33.98957
2011,ARG,122.53029,5.894,84.60376,32.03253
2012,ARG,128.40458,5.903,91.8756,30.62598
2013,ARG,132.05103,5.7316,91.73084,34.58859
2014,ARG,131.32453,5.258,92.40012,33.66641
2015,ARG,137.47342,6.519,97.54004,33.41438
2016,ARG,139.03184,7.677,100.50386,30.850980000000003
2017,ARG,137.96934,5.71627,99.01584,33.237230000000004
2018,ARG,139.14409,6.453,98.18394,34.50715
1980,ARM,,,,
1981,ARM,,,,
1982,ARM,,,,
1983,ARM,,,,
1984,ARM,,,,
1985,ARM,,,,
1986,ARM,,,,
1987,ARM,,,,
1988,ARM,,,,
1989,ARM,,,,
1990,ARM,,,,
1991,ARM,,,,
1992,ARM,8.615,0.0,5.602,3.013
1993,ARM,6.131,0.0,1.882,4.249
1994,ARM,5.494,0.0,2.015,3.479
1995,ARM,5.038,0.0,3.138,1.9
1996,ARM,5.835,2.1,2.179,1.556
1997,ARM,5.656,1.43,2.85,1.376
1998,ARM,5.822,1.42,2.88,1.522
1999,ARM,5.561,2.08,2.293,1.188
2000,ARM,5.61848,1.84,2.53048,1.248
2001,ARM,5.5676,1.987,2.6226,0.958
2002,ARM,5.21526,2.09,1.48426,1.641
2003,ARM,5.21174,1.82,1.42974,1.962
2004,ARM,5.90414,2.205,1.72114,1.978
2005,ARM,5.97832,2.504,1.71832,1.756
2006,ARM,5.61744,2.422,1.38744,1.808
2007,ARM,5.584465,2.34783,1.39966,1.836975
2008,ARM,5.46643,2.266,1.4194,1.78103
2009,ARM,5.37776,2.29,1.08476,2.003
2010,ARM,6.17572,2.287,1.35172,2.537
2011,ARM,7.0706,2.357,2.2466,2.467
2012,ARM,7.62206,2.124,3.19506,2.303
2013,ARM,7.30562,2.168,2.98262,2.155
2014,ARM,7.33366,2.266,3.09166,1.976
2015,ARM,7.39194,2.571,2.63294,2.188
2016,ARM,6.95114,2.195,2.42614,2.33
2017,ARM,7.36168,2.411,2.69968,2.251
2018,ARM,7.38726,1.898,3.17344,2.31582
1980,ABW,,,,
1981,ABW,,,,
1982,ABW,,,,
1983,ABW,,,,
1984,ABW,,,,
1985,ABW,,,,
1986,ABW,0.274,0.0,0.274,0.0
1987,ABW,0.299,0.0,0.299,0.0
1988,ABW,0.308,0.0,0.308,0.0
1989,ABW,0.334,0.0,0.334,0.0
1990,ABW,0.318,0.0,0.318,0.0
1991,ABW,0.319,0.0,0.319,0.0
1992,ABW,0.321,0.0,0.321,0.0
1993,ABW,0.499,0.0,0.499,0.0
1994,ABW,0.53,0.0,0.53,0.0
1995,ABW,0.579,0.0,0.579,0.0
1996,ABW,0.603,0.0,0.603,0.0
1997,ABW,0.635,0.0,0.635,0.0
1998,ABW,0.686,0.0,0.686,0.0
1999,ABW,0.694,0.0,0.694,0.0
2000,ABW,0.73,0.0,0.73,0.0
2001,ABW,0.76,0.0,0.76,0.0
2002,ABW,0.775,0.0,0.775,0.0
2003,ABW,0.791,0.0,0.791,0.0
2004,ABW,0.813,0.0,0.813,0.0
2005,ABW,0.855,0.0,0.855,0.0
2006,ABW,0.854,0.0,0.854,0.0
2007,ABW,0.88,0.0,0.88,0.0
2008,ABW,0.859,0.0,0.859,0.0
2009,ABW,0.899,0.0,0.869,0.03
2010,ABW,0.8901,0.0,0.784,0.1061
2011,ABW,0.8825,0.0,0.769,0.1135
2012,ABW,0.868,0.0,0.731,0.137
2013,ABW,0.895,0.0,0.742,0.153
2014,ABW,0.8936047,0.0,0.732,0.1616047
2015,ABW,0.921712,0.0,0.746,0.175712
2016,ABW,0.909512,0.0,0.76,0.149512
2017,ABW,0.933712,0.0,0.79,0.143712
2018,ABW,0.966712,0.0,0.82,0.146712
1980,AUS,87.393,0.0,74.538,12.855
1981,AUS,92.911,0.0,78.934,13.977
1982,AUS,96.736,0.0,83.193,13.543000000000001
1983,AUS,98.048,0.0,85.971,12.077
1984,AUS,103.716,0.0,91.686,12.03
1985,AUS,110.425,0.0,97.054,13.371
1986,AUS,116.272,0.0,101.933,14.339
1987,AUS,121.915,0.0,108.543,13.372
1988,AUS,130.92,0.0,117.095,13.825
1989,AUS,139.221,0.0,124.164,15.057
1990,AUS,146.187,0.0,131.785,14.402000000000001
1991,AUS,148.367,0.0,132.303,16.064
1992,AUS,150.759,0.0,135.249,15.51
1993,AUS,154.646,0.0,137.882,16.764000000000003
1994,AUS,158.368,0.0,141.812,16.556
1995,AUS,163.841,0.0,147.688,16.153000000000002
1996,AUS,168.068,0.0,151.847,16.221
1997,AUS,173.354,0.0,155.951,17.403000000000002
1998,AUS,185.41,0.0,169.008,16.402
1999,AUS,191.63,0.0,174.139,17.491
2000,AUS,197.94956,0.0,180.73756,17.212
2001,AUS,211.52182,0.0,193.73682,17.785
2002,AUS,214.62276,0.0,196.93376,17.689
2003,AUS,213.54056,0.0,195.11956,18.421
2004,AUS,222.98746,0.0,204.55246,18.435
2005,AUS,215.4893,0.0,195.7503,19.739
2006,AUS,219.82984,0.0,198.42084,21.409000000000002
2007,AUS,229.39098,0.0,208.64898,20.742
2008,AUS,229.45006,0.0,209.94806,19.502000000000002
2009,AUS,234.698,0.0,216.28,18.418
2010,AUS,238.72542,0.0,217.03942,21.686
2011,AUS,239.98102,0.0,213.78702,26.194
2012,AUS,237.28346,0.0,211.03846,26.245
2013,AUS,236.11734,0.0,203.52034,32.597
2014,AUS,234.63464,0.0,198.58064,36.054
2015,AUS,238.13674,0.0,204.79874,33.338
2016,AUS,242.9121,0.0,205.9681,36.944
2017,AUS,244.54216,0.0,204.51016,40.032000000000004
2018,AUS,247.69404,0.0,203.38404,44.309999999999995
1980,AUT,40.574,0.0,11.922,28.652
1981,AUT,41.233,0.0,11.169,30.064
1982,AUT,41.458,0.0,11.309,30.149
1983,AUT,41.191,0.0,11.327,29.864
1984,AUT,40.97,0.0,12.089,28.881
1985,AUT,43.033,0.0,12.154,30.879
1986,AUT,43.295,0.0,12.124,31.171000000000003
1987,AUT,38.842,0.0,12.89,25.952
1988,AUT,47.491,0.0,11.667,35.824
1989,AUT,48.426,0.0,13.11,35.316
1990,AUT,47.73,0.0,15.798,31.932000000000002
1991,AUT,49.507,0.0,17.328,32.178999999999995
1992,AUT,49.492,0.0,13.867,35.625
1993,AUT,50.088,0.0,12.514,37.574000000000005
1994,AUT,50.71,0.0,14.306,36.403999999999996
1995,AUT,53.733,0.0,15.255,38.477999999999994
1996,AUT,52.019,0.0,16.585,35.434
1997,AUT,54.272,0.0,16.752,37.519999999999996
1998,AUT,54.62,0.0,15.998,38.622
1999,AUT,57.615,0.0,15.759,41.856
2000,AUT,57.92042,0.0,15.31542,42.605
2001,AUT,58.93718,0.0,17.48118,41.456
2002,AUT,58.4038,0.0,17.4558,40.948
2003,AUT,55.50484,0.0,21.18384,34.321000000000005
2004,AUT,59.30708,0.0,20.56908,38.738
2005,AUT,61.30282,0.0,21.76382,39.539
2006,AUT,59.45348,0.0,19.45048,40.003
2007,AUT,60.17314,0.0,17.70114,42.472
2008,AUT,61.97422,0.0,18.20122,43.772999999999996
2009,AUT,63.597,0.0,17.395,46.202
2010,AUT,63.14326,0.0,20.98926,42.154
2011,AUT,57.63372,0.0,19.54072,38.093
2012,AUT,63.85512,0.0,15.69612,48.159
2013,AUT,59.98828,0.0,12.64488,47.3434
2014,AUT,56.97638,0.0,10.26198,46.7144
2015,AUT,57.30482,0.0,12.77272,44.5321
2016,AUT,60.89762,0.0,12.65052,48.247099999999996
2017,AUT,62.55424,0.0,14.74014,47.8141
2018,AUT,60.30886,0.0,13.39876,46.9101
1980,AZE,,,,
1981,AZE,,,,
1982,AZE,,,,
1983,AZE,,,,
1984,AZE,,,,
1985,AZE,,,,
1986,AZE,,,,
1987,AZE,,,,
1988,AZE,,,,
1989,AZE,,,,
1990,AZE,,,,
1991,AZE,,,,
1992,AZE,18.58,0.0,16.85,1.73
1993,AZE,18.074,0.0,15.698,2.376
1994,AZE,16.609,0.0,14.798,1.811
1995,AZE,16.1,0.0,14.56,1.54
1996,AZE,16.14,0.0,14.617,1.523
1997,AZE,15.912,0.0,14.217,1.695
1998,AZE,17.015,0.0,15.084,1.931
1999,AZE,17.162,0.0,15.671,1.491
2000,AZE,17.6541,0.0,16.1351,1.519
2001,AZE,17.89592,0.0,16.60792,1.288
2002,AZE,18.47162,0.0,16.47162,2.0
2003,AZE,20.13104,0.0,17.68704,2.444
2004,AZE,20.48172,0.0,17.75472,2.727
2005,AZE,20.09546,0.0,17.11646,2.979
2006,AZE,22.32042,0.0,19.82742,2.493
2007,AZE,20.65402,0.0,18.31402,2.34
2008,AZE,20.45634,0.0,18.24634,2.21
2009,AZE,17.84952,0.0,15.56452,2.285
2010,AZE,17.76022,0.0,14.34722,3.413
2011,AZE,19.20992,0.0,16.56092,2.649
2012,AZE,21.69998,0.0,19.89698,1.803
2013,AZE,22.03526,0.0,20.42526,1.61
2014,AZE,23.32006,0.0,21.85406,1.466
2015,AZE,23.30046,0.0,21.48746,1.813
2016,AZE,23.56728,0.0,21.39628,2.171
2017,AZE,22.96136,0.0,21.00336,1.958
2018,AZE,23.81938,0.0,21.78638,2.033
1980,BHR,1.554,0.0,1.554,0.0
1981,BHR,1.699,0.0,1.699,0.0
1982,BHR,1.881,0.0,1.881,0.0
1983,BHR,2.083,0.0,2.083,0.0
1984,BHR,2.272,0.0,2.272,0.0
1985,BHR,2.761,0.0,2.761,0.0
1986,BHR,3.018,0.0,3.018,0.0
1987,BHR,3.117,0.0,3.117,0.0
1988,BHR,3.273,0.0,3.273,0.0
1989,BHR,3.281,0.0,3.281,0.0
1990,BHR,3.281,0.0,3.281,0.0
1991,BHR,3.285,0.0,3.285,0.0
1992,BHR,3.662,0.0,3.662,0.0
1993,BHR,3.989,0.0,3.989,0.0
1994,BHR,4.277,0.0,4.277,0.0
1995,BHR,4.335,0.0,4.335,0.0
1996,BHR,4.715,0.0,4.715,0.0
1997,BHR,4.738,0.0,4.738,0.0
1998,BHR,5.427,0.0,5.427,0.0
1999,BHR,5.599,0.0,5.599,0.0
2000,BHR,13.023,0.0,13.023,0.0
2001,BHR,13.737,0.0,13.737,0.0
2002,BHR,14.338,0.0,14.338,0.0
2003,BHR,14.755,0.0,14.755,0.0
2004,BHR,15.177,0.0,15.177,0.0
2005,BHR,18.205,0.0,18.205,0.0
2006,BHR,19.774,0.0,19.774,0.0
2007,BHR,20.419,0.0,20.419,0.0
2008,BHR,21.451,0.0,21.45,0.001
2009,BHR,21.209,0.0,21.207,0.002
2010,BHR,22.39656,0.0,22.39456,0.002
2011,BHR,22.88022,0.0,22.87772,0.0025
2012,BHR,23.2903,0.0,23.2885,0.0018
2013,BHR,24.36284,0.0,24.36104,0.0018
2014,BHR,25.62707,0.0,25.61782,0.00925
2015,BHR,26.78421,0.0,26.77496,0.00925
2016,BHR,26.80865,0.0,26.7994,0.00925
2017,BHR,27.48075,0.0,27.4715,0.00925
2018,BHR,27.78249,0.0,27.77324,0.00925
1980,BGD,2.665,0.0,2.04,0.625
1981,BGD,3.026,0.0,2.503,0.523
1982,BGD,3.433,0.0,2.771,0.662
1983,BGD,3.572,0.0,2.91,0.662
1984,BGD,4.088,0.0,3.191,0.897
1985,BGD,4.622,0.0,3.883,0.739
1986,BGD,4.845,0.0,4.395,0.45
1987,BGD,5.583,0.0,5.071,0.512
1988,BGD,6.488,0.0,5.82,0.668
1989,BGD,7.04,0.0,6.129,0.911
1990,BGD,7.618,0.0,6.743,0.875
1991,BGD,8.436,0.0,7.606,0.83
1992,BGD,9.021,0.0,8.233,0.788
1993,BGD,9.305,0.0,8.703,0.602
1994,BGD,10.008,0.0,9.169,0.839
1995,BGD,10.412,0.0,9.808,0.604
1996,BGD,10.823,0.0,10.091,0.732
1997,BGD,11.183,0.0,10.471,0.712
1998,BGD,12.152,0.0,11.296,0.856
1999,BGD,13.625,0.0,12.8,0.825
2000,BGD,14.873,0.0,13.9355,0.9375
2001,BGD,16.39906,0.0,15.41506,0.984
2002,BGD,17.60006,0.0,16.54306,1.057
2003,BGD,18.58884,0.0,17.47084,1.118
2004,BGD,23.26852,0.0,22.05052,1.218
2005,BGD,25.4425,0.0,24.157,1.2855
2006,BGD,29.247,0.0,27.86,1.387
2007,BGD,29.21,0.0,28.446,0.764
2008,BGD,32.33,0.0,31.367,0.963
2009,BGD,35.071,0.0,34.6,0.471
2010,BGD,38.493931,0.0,37.65734,0.836591
2011,BGD,41.663816,0.0,40.68414,0.979676
2012,BGD,45.735069,0.0,44.9179,0.817169
2013,BGD,50.041294,0.0,48.96084,1.080454
2014,BGD,52.597271,0.0,51.80152,0.795751
2015,BGD,55.602462,0.0,54.78978,0.812682
2016,BGD,64.842877,0.0,63.591,1.251877
2017,BGD,68.925837,0.0,67.61796,1.307877
2018,BGD,73.971217,0.0,72.5962,1.375017
1980,BRB,0.311,0.0,0.311,0.0
1981,BRB,0.327,0.0,0.327,0.0
1982,BRB,0.332,0.0,0.332,0.0
1983,BRB,0.353,0.0,0.353,0.0
1984,BRB,0.36,0.0,0.36,0.0
1985,BRB,0.367,0.0,0.367,0.0
1986,BRB,0.38,0.0,0.38,0.0
1987,BRB,0.4,0.0,0.4,0.0
1988,BRB,0.423,0.0,0.423,0.0
1989,BRB,0.415,0.0,0.415,0.0
1990,BRB,0.44,0.0,0.44,0.0
1991,BRB,0.499,0.0,0.499,0.0
1992,BRB,0.509,0.0,0.509,0.0
1993,BRB,0.518,0.0,0.518,0.0
