year,country,prod_electric,prod_electric_nuclear,prod_electric_fossil,prod_electric_renewable
2004,KOR,345.72048,124.179,217.27348,4.268
2005,KOR,363.92178,137.59,222.72078,3.611
2006,KOR,379.07228,141.179,234.40028,3.4930000000000003
2007,KOR,402.36624,136.599,261.55124,4.216
2008,KOR,419.00636,144.255,271.13736,3.614
2009,KOR,426.00182,141.123,281.01582,3.8630000000000004
2010,KOR,468.4523,141.89,320.9113,5.651
2011,KOR,490.44504,147.763,335.45404,7.228000000000001
2012,KOR,500.48088,143.55,350.10488,6.8260000000000005
2013,KOR,506.7063,132.465,365.7493,8.492
2014,KOR,514.21682,149.199,356.59182,8.426
2015,KOR,517.7434,157.199,349.6424,10.902000000000001
2016,KOR,527.1741,154.307,356.2741,16.593
2017,KOR,530.54894,141.278,369.65594,19.615
2018,KOR,552.79876,127.075,401.24276,24.480999999999998
1980,SSD,,,,
1981,SSD,,,,
1982,SSD,,,,
1983,SSD,,,,
1984,SSD,,,,
1985,SSD,,,,
1986,SSD,,,,
1987,SSD,,,,
1988,SSD,,,,
1989,SSD,,,,
1990,SSD,,,,
1991,SSD,,,,
1992,SSD,,,,
1993,SSD,,,,
1994,SSD,,,,
1995,SSD,,,,
1996,SSD,,,,
1997,SSD,,,,
1998,SSD,,,,
1999,SSD,,,,
2000,SSD,,,,
2001,SSD,,,,
2002,SSD,,,,
2003,SSD,,,,
2004,SSD,,,,
2005,SSD,,,,
2006,SSD,,,,
2007,SSD,,,,
2008,SSD,,,,
2009,SSD,,,,
2010,SSD,,,,
2011,SSD,,,,
2012,SSD,0.41842,0.0,0.41642,0.002
2013,SSD,0.4438,0.0,0.4418,0.002
2014,SSD,0.45884,0.0,0.45684,0.002
2015,SSD,0.54344,0.0,0.54144,0.002
2016,SSD,0.4203,0.0,0.4183,0.002
2017,SSD,0.50966,0.0,0.50666,0.003
2018,SSD,0.5482,0.0,0.5452,0.003
1980,ESP,108.579,5.186,74.49,28.903000000000002
1981,ESP,109.573,9.568,78.486,21.519
1982,ESP,113.188,8.771,78.404,26.012999999999998
1983,ESP,114.778,10.661,77.67,26.447000000000003
1984,ESP,117.409,23.086,63.536,30.787
1985,ESP,124.778,28.043,65.987,30.748
1986,ESP,127.486,37.46,63.84,26.186
1987,ESP,127.987,41.267,59.512,27.208
1988,ESP,129.867,48.305,46.607,34.955
1989,ESP,140.062,53.748,66.885,19.429000000000002
1990,ESP,143.675,51.555,66.529,25.591
1991,ESP,147.118,52.799,66.958,27.361
1992,ESP,148.172,52.993,76.309,18.87
1993,ESP,147.425,53.257,69.68,24.488
1994,ESP,152.877,52.547,71.77,28.56
1995,ESP,156.873,52.682,80.325,23.866
1996,ESP,165.187,53.514,70.836,40.836999999999996
1997,ESP,179.752,52.535,90.478,36.739000000000004
1998,ESP,183.533,56.043,91.064,36.426
1999,ESP,194.466,55.909,111.803,26.753999999999998
2000,ESP,208.74216,59.096,116.19716,33.449
2001,ESP,221.13356,60.523,112.54056,48.07
2002,ESP,226.02084,59.865,134.82984,31.326
2003,ESP,244.1845,58.781,130.9655,54.438
2004,ESP,262.32768,60.426,150.04468,51.857
2005,ESP,273.43276,54.98564,173.14612,45.301
2006,ESP,280.27651,57.43113,171.43438,51.410999999999994
2007,ESP,286.77599,52.71451,176.14848,57.913
2008,ESP,295.92554,56.44992,177.44662,62.028999999999996
2009,ESP,278.59638,50.58494,154.09044,73.921
2010,ESP,284.17816,59.25532,129.47184,95.451
2011,ESP,277.54756,55.12112,136.60644,85.82
2012,ESP,279.1668,58.701,135.9428,84.523
2013,ESP,268.89835,54.31321,105.87314,108.712
2014,ESP,263.04666,54.86,100.28766,107.899
2015,ESP,264.4011,54.759,115.0701,94.572
2016,ESP,258.56336,56.102,100.76236,101.699
2017,ESP,259.99388,55.628,118.58288,85.783
2018,ESP,259.74092,53.295,104.54492,101.901
1980,LKA,1.641,0.0,0.177,1.464
1981,LKA,1.837,0.0,0.281,1.556
1982,LKA,2.049,0.0,0.458,1.591
1983,LKA,2.047,0.0,0.843,1.204
1984,LKA,2.229,0.0,0.16,2.069
1985,LKA,2.435,0.0,0.065,2.37
1986,LKA,2.624,0.0,0.007,2.617
1987,LKA,2.652,0.0,0.498,2.154
1988,LKA,2.76,0.0,0.19,2.57
1989,LKA,2.827,0.0,0.054,2.773
1990,LKA,3.119,0.0,0.005,3.114
1991,LKA,3.33,0.0,0.245,3.085
1992,LKA,3.171,0.0,0.3,2.871
1993,LKA,3.93,0.0,0.172,3.758
1994,LKA,4.327,0.0,0.279,4.048
1995,LKA,4.736,0.0,0.329,4.407
1996,LKA,4.42,0.0,1.201,3.219
1997,LKA,5.009,0.0,1.596,3.413
1998,LKA,5.538,0.0,1.662,3.876
1999,LKA,6.021,0.0,1.89,4.131
2000,LKA,6.453,0.0,3.277,3.176
2001,LKA,6.531,0.0,3.441,3.09
2002,LKA,6.798,0.0,4.118,2.68
2003,LKA,7.419,0.0,4.142,3.277
2004,LKA,7.889,0.0,4.943,2.946
2005,LKA,8.938,0.0,5.504,3.434
2006,LKA,8.424,0.0,4.556,3.868
2007,LKA,9.5059,0.0,5.5789,3.927
2008,LKA,9.613,0.0,5.498,4.115
2009,LKA,9.606,0.0,5.698,3.908
2010,LKA,10.44116,0.0,4.76016,5.681
2011,LKA,11.19624,0.0,6.48224,4.714
2012,LKA,11.35974,0.0,7.91574,3.444
2013,LKA,11.66456,0.0,4.53456,7.13
2014,LKA,11.95844,0.0,7.12144,4.837
2015,LKA,12.71448,0.0,6.38448,6.33
2016,LKA,13.66462,0.0,9.04562,4.619
2017,LKA,14.71634,0.0,10.16234,4.554
2018,LKA,14.84471,0.0,7.97872,6.86599
1980,SDN,0.695,0.0,0.2,0.495
1981,SDN,0.951,0.0,0.212,0.739
1982,SDN,1.014,0.0,0.25,0.764
1983,SDN,1.014,0.0,0.25,0.764
1984,SDN,1.085,0.0,0.335,0.75
1985,SDN,1.264,0.0,0.35,0.914
1986,SDN,1.268,0.0,0.354,0.914
1987,SDN,1.274,0.0,0.358,0.916
1988,SDN,1.281,0.0,0.363,0.918
1989,SDN,1.29,0.0,0.364,0.926
1990,SDN,1.472,0.0,0.524,0.948
1991,SDN,1.614,0.0,0.586,1.028
1992,SDN,1.59,0.0,0.512,1.078
1993,SDN,1.639,0.0,0.559,1.08
1994,SDN,1.803,0.0,0.693,1.11
1995,SDN,1.8,0.0,0.838,0.962
1996,SDN,1.993,0.0,0.93,1.063
1997,SDN,2.073,0.0,1.03,1.043
1998,SDN,2.033,0.0,1.0,1.033
1999,SDN,2.338,0.0,1.14,1.198
2000,SDN,2.574,0.0,1.303,1.271
2001,SDN,2.843,0.0,1.478,1.365
2002,SDN,3.092,0.0,1.698,1.394
2003,SDN,3.341,0.0,2.06,1.281
2004,SDN,3.454,0.0,2.218,1.236
2005,SDN,3.803,0.0,2.411,1.392
2006,SDN,4.458,0.0,2.962,1.496
2007,SDN,4.9408,0.0,3.3558,1.585
2008,SDN,5.39742,0.0,3.80042,1.597
2009,SDN,6.415,0.0,3.067,3.348
2010,SDN,7.49518,0.0,1.21918,6.276
2011,SDN,8.39572,0.0,1.86872,6.527
2012,SDN,9.32998,0.0,2.64798,6.682
2013,SDN,10.23186,0.0,1.85086,8.381
2014,SDN,11.26822,0.0,2.31522,8.953
2015,SDN,12.80938,0.0,4.34938,8.46
2016,SDN,14.09432,0.0,5.99532,8.099
2017,SDN,15.2143,0.0,5.8233,9.391
2018,SDN,15.900605,0.0,6.20212,9.698485
1980,SUR,1.524,0.0,0.641,0.883
1981,SUR,1.324,0.0,0.499,0.825
1982,SUR,1.304,0.0,0.253,1.051
1983,SUR,1.077,0.0,0.363,0.714
1984,SUR,1.108,0.0,0.262,0.846
1985,SUR,1.172,0.0,0.21,0.962
1986,SUR,1.167,0.0,0.411,0.756
1987,SUR,0.671,0.0,0.348,0.323
1988,SUR,0.887,0.0,0.402,0.485
1989,SUR,1.343,0.0,0.256,1.087
1990,SUR,1.501,0.0,0.33,1.171
1991,SUR,1.682,0.0,0.289,1.393
1992,SUR,1.726,0.0,0.289,1.437
1993,SUR,1.75,0.0,0.3,1.45
1994,SUR,1.77,0.0,0.307,1.463
1995,SUR,1.594,0.0,0.315,1.279
1996,SUR,1.406,0.0,0.125,1.281
1997,SUR,1.414,0.0,0.125,1.289
1998,SUR,1.421,0.0,0.127,1.294
1999,SUR,1.44,0.0,0.129,1.311
2000,SUR,1.397,0.0,0.687,0.71
2001,SUR,1.416,0.0,0.691,0.725
2002,SUR,1.431,0.0,0.69,0.741
2003,SUR,1.444,0.0,0.692,0.752
2004,SUR,1.457,0.0,0.693,0.764
2005,SUR,1.518,0.0,0.697,0.821
2006,SUR,1.563,0.0,0.701,0.862
2007,SUR,1.563,0.0,0.701,0.862
2008,SUR,1.564,0.0,0.701,0.863
2009,SUR,1.566,0.0,0.703,0.863
2010,SUR,1.68136,0.0,0.48316,1.1982
2011,SUR,1.88639,0.0,0.8554,1.03099
2012,SUR,1.89524,0.0,1.07066,0.82458
2013,SUR,1.91721,0.0,1.08758,0.82963
2014,SUR,1.92823,0.0,1.36582,0.56241
2015,SUR,1.942551,0.0,1.45982,0.482731
2016,SUR,1.908281,0.0,1.11766,0.790621
2017,SUR,1.875011,0.0,0.94282,0.932191
2018,SUR,1.889111,0.0,0.88266,1.006451
1980,SWE,94.18,25.331,10.138,58.711
1981,SWE,100.48,35.978,4.785,59.717
1982,SWE,97.156,37.261,4.768,55.126999999999995
1983,SWE,107.133,39.056,4.094,63.983
1984,SWE,121.376,48.51,4.206,68.66000000000001
1985,SWE,134.069,55.812,6.666,71.59100000000001
1986,SWE,135.623,66.884,6.91,61.829
1987,SWE,143.45,64.341,6.485,72.624
1988,SWE,142.435,65.591,6.073,70.771
1989,SWE,141.168,62.808,5.323,73.03699999999999
1990,SWE,141.531,64.776,3.193,73.562
1991,SWE,142.098,72.923,4.821,64.354
1992,SWE,141.432,60.367,5.599,75.466
1993,SWE,140.774,58.325,6.501,75.948
1994,SWE,137.814,69.498,7.603,60.712999999999994
1995,SWE,143.626,66.438,7.268,69.91999999999999
1996,SWE,135.619,70.56,11.514,53.545
1997,SWE,144.716,66.432,6.899,71.38499999999999
1998,SWE,154.111,69.904,6.614,77.593
1999,SWE,150.33,69.529,6.596,74.205
2000,SWE,141.29314,54.45,4.25914,82.584
2001,SWE,156.83374,68.504,5.56574,82.764
2002,SWE,142.1832,64.705,6.7492,70.729
2003,SWE,130.91358,64.044,8.37258,58.497
2004,SWE,148.42829,75.17807,4.90022,68.35000000000001
2005,SWE,154.58129,69.57669,3.6566,81.348
2006,SWE,140.43441,65.05393,3.98748,71.393
2007,SWE,145.26544,64.3338,3.38964,77.542
2008,SWE,146.36121,61.33587,3.48834,81.53699999999999
2009,SWE,133.52426,50.03894,3.64532,79.84
2010,SWE,145.74499,55.73055,6.88644,83.128
2011,SWE,147.20355,58.09843,4.13412,84.97099999999999
2012,SWE,163.04308,61.474,2.75608,98.813
2013,SWE,149.52682,63.7234,2.53142,83.27199999999999
2014,SWE,150.25634,62.27,1.70234,86.28399999999999
2015,SWE,159.34272,54.455,1.82172,103.06599999999999
2016,SWE,152.88868,60.647,1.94768,90.294
2017,SWE,160.9816,63.063,1.6826,96.236
2018,SWE,158.09666,63.849,1.96366,92.284
1980,CHE,45.994,12.876,0.896,32.221999999999994
1981,CHE,49.636,13.629,0.895,35.112
1982,CHE,50.28,13.454,0.912,35.914
1983,CHE,49.965,13.967,0.933,35.065
1984,CHE,47.06,16.394,0.828,29.838
1985,CHE,52.491,20.055,0.814,31.622
1986,CHE,53.539,20.076,0.925,32.538
1987,CHE,55.858,20.451,1.048,34.359
1988,CHE,57.365,21.487,0.374,35.504
1989,CHE,52.15,21.543,1.066,29.541
1990,CHE,52.801,22.418,0.589,29.794
1991,CHE,54.464,21.654,0.833,31.977000000000004
1992,CHE,56.439,22.276,0.94,33.223
1993,CHE,58.854,22.183,0.682,35.989000000000004
1994,CHE,63.546,23.145,1.057,39.344
1995,CHE,59.932,23.65,1.105,35.177
1996,CHE,53.878,23.885,0.858,29.134999999999998
1997,CHE,59.78,24.139,0.965,34.675999999999995
1998,CHE,59.882,24.539,1.149,34.194
1999,CHE,66.493,24.539,1.097,40.857
2000,CHE,63.79096,25.124,1.01896,37.647999999999996
2001,CHE,68.65742,25.47,1.02742,42.16
2002,CHE,62.97798,25.872,1.04998,36.056000000000004
2003,CHE,62.7588,26.113,1.0998,35.546
2004,CHE,61.39618,25.61,1.07818,34.708
2005,CHE,55.40657,22.10861,1.01896,32.278999999999996
2006,CHE,59.52383,26.37293,0.9259,32.225
2007,CHE,63.97804,26.48906,0.86198,36.627
2008,CHE,64.41086,26.27486,0.804,37.332
2009,CHE,64.1039,26.2669,0.764,37.073
2010,CHE,63.9032,25.34296,1.03024,37.53
2011,CHE,60.75917,25.69389,0.95128,34.114000000000004
2012,CHE,65.99028,24.445,0.90428,40.641
2013,CHE,66.53212,24.871,0.75012,40.911
2014,CHE,67.89072,26.468,0.50572,40.917
2015,CHE,64.0341,22.156,0.6251,41.253
2016,CHE,59.00148,20.303,0.83848,37.86
2017,CHE,57.7624,19.591,0.7144,37.457
2018,CHE,63.7183,24.496,0.6063,38.616
1980,SYR,3.729,0.0,1.195,2.534
1981,SYR,4.415,0.0,1.785,2.63
1982,SYR,5.707,0.0,2.778,2.929
1983,SYR,7.425,0.0,4.651,2.774
1984,SYR,8.351,0.0,5.059,3.292
1985,SYR,8.933,0.0,5.624,3.309
1986,SYR,8.761,0.0,5.93,2.831
1987,SYR,8.418,0.0,5.587,2.831
1988,SYR,7.608,0.0,4.82,2.788
1989,SYR,8.029,0.0,5.285,2.744
1990,SYR,8.306,0.0,5.605,2.701
1991,SYR,8.231,0.0,5.574,2.657
1992,SYR,7.479,0.0,4.865,2.614
1993,SYR,8.143,0.0,5.573,2.57
1994,SYR,10.405,0.0,7.879,2.526
1995,SYR,14.508,0.0,12.023,2.485
1996,SYR,16.369,0.0,13.844,2.525
1997,SYR,17.195,0.0,14.621,2.574
1998,SYR,20.024,0.0,17.351,2.673
1999,SYR,21.583,0.0,18.89,2.693
2000,SYR,23.899,0.0,20.667,3.232
2001,SYR,25.313,0.0,21.904,3.409
2002,SYR,26.487,0.0,24.028,2.459
2003,SYR,27.932,0.0,25.169,2.763
2004,SYR,30.394,0.0,26.228,4.166
2005,SYR,33.088,0.0,28.773,4.315
2006,SYR,35.277,0.0,31.338,3.939
2007,SYR,36.53016,0.0,33.05416,3.476
2008,SYR,38.73776,0.0,35.86476,2.873
2009,SYR,40.83548,0.0,38.95548,1.88
2010,SYR,43.79074,0.0,41.19174,2.599
2011,SYR,39.54538,0.0,36.26238,3.283
2012,SYR,33.16854,0.0,29.93054,3.238
2013,SYR,23.81366,0.0,20.81066,3.003
2014,SYR,20.10002,0.0,17.75002,2.35
2015,SYR,16.95686,0.0,16.51486,0.442
2016,SYR,17.18962,0.0,16.23662,0.953
2017,SYR,17.37752,0.0,16.59852,0.779
2018,SYR,17.1881,0.0,16.40864,0.77946
1980,TWN,42.013,7.812,31.296,2.905
1981,TWN,41.329,10.173,26.386,4.77
1982,TWN,42.724,12.52,25.446,4.758
1983,TWN,47.472,18.136,24.369,4.967
1984,TWN,51.469,23.596,23.471,4.402
1985,TWN,51.115,27.788,17.707,5.62
1986,TWN,57.264,25.835,25.794,5.635
1987,TWN,63.308,31.8,26.621,4.887
1988,TWN,69.65,29.396,36.115,4.139
1989,TWN,77.991,27.102,46.501,4.388
1990,TWN,81.433,31.553,43.593,6.287
1991,TWN,89.207,33.526,51.931,3.7500000000000004
1992,TWN,95.193,32.471,56.148,6.574
1993,TWN,102.8,32.986,65.937,3.877
1994,TWN,110.122,33.48,71.989,4.653
1995,TWN,109.371,33.93,70.979,4.462
1996,TWN,115.703,36.333,75.062,4.308
1997,TWN,122.653,34.846,83.069,4.738
1998,TWN,150.134,35.408,108.809,5.917
1999,TWN,157.03,36.907,114.788,5.335
2000,TWN,172.1121,36.996,129.231,5.8850999999999996
2001,TWN,175.7193,34.094,135.231,6.3943
2002,TWN,186.2483,38.009,143.734,4.5053
2003,TWN,195.6225,37.371,153.471,4.7805
2004,TWN,200.9756,37.939,157.576,5.4605999999999995
2005,TWN,210.2979,38.4039,165.616,6.2780000000000005
2006,TWN,217.89961,38.31661,172.934,6.649
2007,TWN,225.34277,38.96077,178.679,7.702999999999999
2008,TWN,221.66191,39.29591,174.482,7.8839999999999995
2009,TWN,213.3438,39.8868,166.25,7.207
2010,TWN,230.04763,39.88629,181.85334,8.308
2011,TWN,235.05116,40.37152,186.12564,8.554
2012,TWN,233.66943,38.73301,184.51542,10.421
2013,TWN,236.2583,40.07864,185.70076,10.4789
2014,TWN,243.26414,40.801,192.95944,9.5037
2015,TWN,241.30941,35.143,196.19586,9.970550000000001
2016,TWN,246.154,30.461,203.438,12.255
2017,TWN,251.29,21.56,218.185,11.545
2018,TWN,256.463564,26.656,217.936,11.871564
1980,TJK,,,,
1981,TJK,,,,
1982,TJK,,,,
1983,TJK,,,,
1984,TJK,,,,
1985,TJK,,,,
1986,TJK,,,,
1987,TJK,,,,
1988,TJK,,,,
1989,TJK,,,,
1990,TJK,,,,
1991,TJK,,,,
1992,TJK,16.609,0.0,0.84,15.769
1993,TJK,17.533,0.0,0.586,16.947
1994,TJK,16.798,0.0,0.274,16.524
1995,TJK,14.612,0.0,0.162,14.45
1996,TJK,14.842,0.0,0.165,14.677
1997,TJK,13.85,0.0,0.274,13.576
1998,TJK,14.265,0.0,0.257,14.008
1999,TJK,15.621,0.0,0.348,15.273
2000,TJK,13.983,0.0,0.209,13.774
2001,TJK,14.229,0.0,0.165,14.064
2002,TJK,15.142,0.0,0.13,15.012
2003,TJK,16.336,0.0,0.163,16.173
2004,TJK,16.319,0.0,0.143,16.176
2005,TJK,16.92,0.0,0.123,16.797
2006,TJK,16.768,0.0,0.234,16.534
2007,TJK,17.323,0.0,0.38,16.943
2008,TJK,16.989,0.0,0.347,16.642
2009,TJK,15.958,0.0,0.217,15.741
2010,TJK,16.2689,0.0,0.0329,16.236
2011,TJK,16.07372,0.0,0.03572,16.038
2012,TJK,16.80056,0.0,0.06956,16.731
2013,TJK,16.94136,0.0,0.04136,16.9
2014,TJK,15.9904,0.0,0.1504,15.84
2015,TJK,16.98228,0.0,0.15228,16.83
2016,TJK,17.03,0.0,0.564,16.466
2017,TJK,17.88414,0.0,0.92214,16.962
2018,TJK,19.47718,0.0,1.26712,18.21006
1980,TZA,1.208,0.0,0.221,0.987
1981,TZA,1.249,0.0,0.23,1.019
1982,TZA,1.262,0.0,0.234,1.028
1983,TZA,1.304,0.0,0.24,1.064
1984,TZA,1.336,0.0,0.242,1.094
1985,TZA,1.35,0.0,0.236,1.114
1986,TZA,1.314,0.0,0.245,1.069
1987,TZA,1.409,0.0,0.247,1.162
1988,TZA,1.435,0.0,0.202,1.233
1989,TZA,1.595,0.0,0.164,1.431
1990,TZA,1.692,0.0,0.158,1.534
1991,TZA,1.873,0.0,0.164,1.709
1992,TZA,1.79,0.0,0.156,1.634
1993,TZA,1.847,0.0,0.166,1.681
1994,TZA,1.676,0.0,0.198,1.478
1995,TZA,1.808,0.0,0.284,1.524
1996,TZA,1.959,0.0,0.228,1.731
1997,TZA,1.66,0.0,0.225,1.435
1998,TZA,2.407,0.0,0.35,2.057
1999,TZA,2.346,0.0,0.203,2.143
2000,TZA,2.439,0.0,0.318,2.121
2001,TZA,2.718,0.0,0.142,2.576
2002,TZA,2.82,0.0,0.127,2.693
2003,TZA,2.627,0.0,0.103,2.524
2004,TZA,2.838,0.0,0.505,2.333
2005,TZA,3.43,0.0,1.67,1.76
2006,TZA,3.312,0.0,1.89,1.422
2007,TZA,4.058,0.0,1.559,2.499
2008,TZA,4.256,0.0,1.633,2.623
2009,TZA,4.584,0.0,1.97,2.614
2010,TZA,5.14512,0.0,2.39512,2.75
2011,TZA,4.96024,0.0,2.91024,2.05
2012,TZA,5.4202,0.0,3.6002,1.82
2013,TZA,5.71972,0.0,3.93672,1.783
2014,TZA,6.01666,0.0,3.37366,2.643
2015,TZA,6.4759,0.0,4.3099,2.166
2016,TZA,6.90712,0.0,4.46312,2.444
2017,TZA,6.93872,0.0,4.50072,2.438
2018,TZA,6.9175,0.0,4.54584,2.37166
1980,THA,13.576,0.0,12.316,1.26
1981,THA,14.549,0.0,11.606,2.943
1982,THA,15.768,0.0,11.971,3.797
1983,THA,18.765,0.0,15.143,3.622
1984,THA,20.911,0.0,16.872,4.039
1985,THA,22.912,0.0,19.258,3.654
1986,THA,24.651,0.0,19.155,5.496
1987,THA,28.395,0.0,24.362,4.033
1988,THA,32.114,0.0,28.374,3.74
1989,THA,37.038,0.0,31.523,5.515
1990,THA,43.654,0.0,38.727,4.927
1991,THA,47.405,0.0,42.863,4.542
1992,THA,53.885,0.0,49.687,4.198
1993,THA,59.785,0.0,56.121,3.664
1994,THA,67.132,0.0,62.662,4.47
1995,THA,75.63,0.0,68.695,6.935
1996,THA,83.198,0.0,75.068,8.13
1997,THA,83.332,0.0,75.859,7.473
1998,THA,82.24,0.0,76.794,5.446
1999,THA,84.787,0.0,80.419,4.368
2000,THA,89.6043,0.0,83.127,6.4773
2001,THA,95.8023,0.0,89.068,6.7343
2002,THA,101.6123,0.0,93.528,8.0843
2003,THA,108.9913,0.0,100.612,8.3793
2004,THA,117.1783,0.0,109.916,7.2623
2005,THA,123.0578,0.0,115.787,7.2708
2006,THA,129.3229,0.0,119.816,9.5069
2007,THA,132.379,0.0,122.561,9.818
2008,THA,136.474,0.0,126.818,9.656
2009,THA,137.298,0.0,127.134,10.164
2010,THA,150.43362,0.0,141.53862,8.895
2011,THA,147.30378,0.0,134.83078,12.473
2012,THA,157.38312,0.0,143.67712,13.706
2013,THA,160.7124,0.0,146.9314,13.781
2014,THA,162.7324,0.0,148.3884,14.344
2015,THA,166.69856,0.0,152.82708,13.87148
2016,THA,177.78673,0.0,152.515,25.27173
2017,THA,172.31162,0.0,146.56856,25.74306
2018,THA,173.08785,0.0,143.0915,29.99635
1980,BHS,0.799,0.0,0.799,0.0
1981,BHS,0.714,0.0,0.714,0.0
1982,BHS,0.762,0.0,0.762,0.0
1983,BHS,0.819,0.0,0.819,0.0
1984,BHS,0.814,0.0,0.814,0.0
1985,BHS,0.846,0.0,0.846,0.0
1986,BHS,0.851,0.0,0.851,0.0
1987,BHS,0.853,0.0,0.853,0.0
1988,BHS,0.855,0.0,0.855,0.0
1989,BHS,0.87,0.0,0.87,0.0
1990,BHS,0.893,0.0,0.893,0.0
1991,BHS,1.067,0.0,1.067,0.0
1992,BHS,1.095,0.0,1.095,0.0
1993,BHS,1.144,0.0,1.144,0.0
1994,BHS,1.201,0.0,1.201,0.0
1995,BHS,1.179,0.0,1.179,0.0
1996,BHS,1.213,0.0,1.213,0.0
1997,BHS,1.282,0.0,1.282,0.0
1998,BHS,1.393,0.0,1.393,0.0
1999,BHS,1.464,0.0,1.464,0.0
2000,BHS,1.565,0.0,1.565,0.0
2001,BHS,1.626,0.0,1.626,0.0
2002,BHS,1.716,0.0,1.716,0.0
2003,BHS,1.81,0.0,1.81,0.0
2004,BHS,1.794703,0.0,1.794703,0.0
2005,BHS,1.8944,0.0,1.8944,0.0
2006,BHS,1.927583,0.0,1.927583,0.0
2007,BHS,2.045213,0.0,2.045213,0.0
2008,BHS,2.05,0.0,2.05,0.0
2009,BHS,1.945,0.0,1.945,0.0
2010,BHS,1.8895,0.0,1.889,0.0005
2011,BHS,1.9316,0.0,1.931,0.0006
2012,BHS,1.7869,0.0,1.786,0.0009
2013,BHS,1.7729,0.0,1.772,0.0009
2014,BHS,1.809,0.0,1.807,0.002
2015,BHS,1.88,0.0,1.878,0.002
2016,BHS,1.85,0.0,1.848,0.002
2017,BHS,1.870067,0.0,1.868,0.002067
2018,BHS,1.903493,0.0,1.9,0.003493
1980,TLS,,,,
1981,TLS,,,,
1982,TLS,,,,
1983,TLS,,,,
1984,TLS,,,,
1985,TLS,,,,
1986,TLS,,,,
1987,TLS,,,,
1988,TLS,,,,
1989,TLS,,,,
1990,TLS,,,,
1991,TLS,,,,
1992,TLS,,,,
1993,TLS,,,,
1994,TLS,,,,
1995,TLS,,,,
1996,TLS,,,,
1997,TLS,,,,
1998,TLS,,,,
1999,TLS,,,,
2000,TLS,,,,
2001,TLS,,,,
2002,TLS,,,,
2003,TLS,0.0,0.0,0.0,0.0
2004,TLS,0.0,0.0,0.0,0.0
2005,TLS,0.0,0.0,0.0,0.0
2006,TLS,0.0,0.0,0.0,0.0
2007,TLS,0.0,0.0,0.0,0.0
2008,TLS,0.0,0.0,0.0,0.0
2009,TLS,0.0,0.0,0.0,0.0
2010,TLS,0.0,0.0,0.0,0.0
2011,TLS,0.0,0.0,0.0,0.0
2012,TLS,0.0,0.0,0.0,0.0
2013,TLS,0.0,0.0,0.0,0.0
2014,TLS,0.0,0.0,0.0,0.0
2015,TLS,0.0,0.0,0.0,0.0
2016,TLS,0.0,0.0,0.0,0.0
2017,TLS,0.0,0.0,0.0,0.0
2018,TLS,0.0,0.0,0.0,0.0
1980,TGO,0.05,0.0,0.012,0.038
1981,TGO,0.053,0.0,0.015,0.038
1982,TGO,0.078,0.0,0.021,0.057
1983,TGO,0.053,0.0,0.034,0.019
1984,TGO,0.074,0.0,0.036,0.038
1985,TGO,0.109,0.0,0.033,0.076
1986,TGO,0.105,0.0,0.029,0.076
1987,TGO,0.109,0.0,0.033,0.076
1988,TGO,0.116,0.0,0.04,0.076
1989,TGO,0.126,0.0,0.031,0.095
1990,TGO,0.15,0.0,0.055,0.095
1991,TGO,0.279,0.0,0.086,0.193
1992,TGO,0.212,0.0,0.084,0.128
1993,TGO,0.315,0.0,0.085,0.23
1994,TGO,0.242,0.0,0.094,0.148
1995,TGO,0.344,0.0,0.089,0.255
1996,TGO,0.283,0.0,0.093,0.19
1997,TGO,0.19,0.0,0.097,0.093
1998,TGO,0.284,0.0,0.112,0.172
1999,TGO,0.282,0.0,0.079,0.203
2000,TGO,0.17,0.0,0.071,0.099
2001,TGO,0.12,0.0,0.07,0.05
2002,TGO,0.148,0.0,0.062,0.086
2003,TGO,0.174,0.0,0.051,0.123
2004,TGO,0.1809,0.0,0.099,0.0819
2005,TGO,0.1829,0.0,0.108,0.0749
2006,TGO,0.2118,0.0,0.119,0.0928
2007,TGO,0.18886,0.0,0.08836,0.1005
2008,TGO,0.1202,0.0,0.0282,0.092
2009,TGO,0.142,0.0,0.029,0.113
2010,TGO,0.17338,0.0,0.07708,0.0963
2011,TGO,0.12658,0.0,0.01598,0.1106
2012,TGO,0.10968,0.0,0.01598,0.0937
2013,TGO,0.09499,0.0,0.05546,0.03953
2014,TGO,0.20252,0.0,0.08272,0.1198
2015,TGO,0.37434,0.0,0.3149,0.05944
2016,TGO,0.43444,0.0,0.22748,0.20696
2017,TGO,0.66427,0.0,0.5593,0.10497
2018,TGO,0.37168,0.0,0.36472,0.00696
1980,TON,0.009,0.0,0.009,0.0
1981,TON,0.012,0.0,0.012,0.0
1982,TON,0.012,0.0,0.012,0.0
1983,TON,0.012,0.0,0.012,0.0
1984,TON,0.012,0.0,0.012,0.0
1985,TON,0.012,0.0,0.012,0.0
1986,TON,0.012,0.0,0.012,0.0
1987,TON,0.016,0.0,0.016,0.0
1988,TON,0.02,0.0,0.02,0.0
1989,TON,0.021,0.0,0.021,0.0
1990,TON,0.023,0.0,0.023,0.0
1991,TON,0.024,0.0,0.024,0.0
1992,TON,0.025,0.0,0.025,0.0
1993,TON,0.025,0.0,0.025,0.0
1994,TON,0.027,0.0,0.027,0.0
1995,TON,0.028,0.0,0.028,0.0
1996,TON,0.032,0.0,0.032,0.0
